rank_this_week,rank_last_week,player_name,events,money,ytd_victories,tournamet_id,tournament_name,year,type
T45,T8,Wyndham Clark,1,"$24,687",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T45,,Louis Oosthuizen,1,"$24,687",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T45,T20,Kevin Na,1,"$24,687",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T49,,Bubba Watson,1,"$20,605",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T49,T31,Pat Perez,1,"$20,605",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T49,T44,Adam Long,1,"$20,605",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T52,T20,Andrew Putnam,1,"$19,013",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T52,,Tony Finau,1,"$19,013",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T52,51,C.T. Pan,1,"$19,013",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T55,,Kevin Kisner,1,"$17,745",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T55,63,Scott Piercy,1,"$17,745",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T55,T8,Jordan Spieth,1,"$17,745",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
58,T41,Marc Leishman,1,"$17,355",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
59,T44,Chez Reavie,1,"$17,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
60,,Jason Kokrak,1,"$16,965",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
61,T8,Ryan Moore,1,"$16,673",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
62,T12,Kevin Streelman,1,"$16,380",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
63,,Matt Fitzpatrick,1,"$16,185",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
64,T41,Joel Dahmen,1,"$15,990",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
1,,Justin Thomas,1,"$1,755,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
2,,Danny Lee,1,"$1,053,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T3,,Gary Woodland,1,"$507,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T3,,Hideki Matsuyama,1,"$507,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T3,,Cameron Smith,1,"$507,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T6,,Byeong Hun An,1,"$338,813",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T6,,Tyrrell Hatton,1,"$338,813",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Kiradech Aphibarnrat,1,"$273,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Jordan Spieth,1,"$273,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Wyndham Clark,1,"$273,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Ryan Moore,1,"$273,000",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Ryan Palmer,1,"$197,048",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Kevin Streelman,1,"$197,048",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Corey Conners,1,"$197,048",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Joaquin Niemann,1,"$197,048",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Jhonattan Vegas,1,"$148,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Ian Poulter,1,"$148,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,K.J. Choi,1,"$148,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Graeme McDowell,1,"$148,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Kevin Na,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Matt Jones,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Charles Howell III,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Nate Lashley,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Tommy Fleetwood,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T20,,Andrew Putnam,1,"$103,285",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T26,,Emiliano Grillo,1,"$69,810",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T26,,Harold Varner III,1,"$69,810",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T26,,Si Woo Kim,1,"$69,810",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T26,,Rafa Cabrera Bello,1,"$69,810",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T26,,Sung Kang,1,"$69,810",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T31,,Jason Day,1,"$55,478",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T31,,Rory Sabbatini,1,"$55,478",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T31,,Pat Perez,1,"$55,478",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T31,,Phil Mickelson,1,"$55,478",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T31,,Viktor Hovland,1,"$55,478",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T36,,Collin Morikawa,1,"$45,598",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T36,,Charley Hoffman,1,"$45,598",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Lucas Glover,1,"$38,610",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,K.H. Lee,1,"$38,610",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Sungjae Im,1,"$38,610",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T41,,Joel Dahmen,1,"$31,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T41,,Marc Leishman,1,"$31,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T41,,Dylan Frittelli,1,"$31,785",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Chez Reavie,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Branden Grace,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Danny Willett,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Kevin Tway,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Adam Long,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Keith Mitchell,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Adam Schenk,1,"$22,718",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
51,,C.T. Pan,1,"$19,890",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T52,T26,Luke List,1,"$19,500",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T52,,Troy Merritt,1,"$19,500",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T52,,Abraham Ancer,1,"$19,500",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T55,,Sergio Garcia,1,"$18,915",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T55,,Vaughn Taylor,1,"$18,915",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
57,,Chesson Hadley,1,"$18,525",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
58,,Billy Horschel,1,"$18,330",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
59,,Max Homa,1,"$18,038",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
60,,Michael Kim,1,"$17,258",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
61,,Brian Stuard,1,"$16,868",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
62,,Matthew Wolff,1,"$16,575",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
63,,Scott Piercy,1,"$16,380",NA,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
1,T18,Lanto Griffin,1,"$1,350,000",NA,t020,Houston Open,2020,weekly
T2,T41,Mark Hubbard,1,"$667,500",NA,t020,Houston Open,2020,weekly
T2,,Scott Harrington,1,"$667,500",NA,t020,Houston Open,2020,weekly
T4,T16,Xinjun Zhang,1,"$286,875",NA,t020,Houston Open,2020,weekly
T4,T36,Carlos Ortiz,1,"$286,875",NA,t020,Houston Open,2020,weekly
T4,,Harris English,1,"$286,875",NA,t020,Houston Open,2020,weekly
T4,T68,Talor Gooch,1,"$286,875",NA,t020,Houston Open,2020,weekly
T4,,Sepp Straka,1,"$286,875",NA,t020,Houston Open,2020,weekly
T9,,Bud Cauley,1,"$196,875",NA,t020,Houston Open,2020,weekly
T9,T9,Denny McCarthy,1,"$196,875",NA,t020,Houston Open,2020,weekly
T9,,Chad Campbell,1,"$196,875",NA,t020,Houston Open,2020,weekly
T9,,Stewart Cink,1,"$196,875",NA,t020,Houston Open,2020,weekly
T13,T54,Bronson Burgoon,1,"$142,500",NA,t020,Houston Open,2020,weekly
T13,,Cameron Tringale,1,"$142,500",NA,t020,Houston Open,2020,weekly
T13,T29,Beau Hossler,1,"$142,500",NA,t020,Houston Open,2020,weekly
T13,T41,Doc Redman,1,"$142,500",NA,t020,Houston Open,2020,weekly
T17,,Peter Malnati,1,"$110,625",NA,t020,Houston Open,2020,weekly
T17,,Austin Cook,1,"$110,625",NA,t020,Houston Open,2020,weekly
T17,T36,Maverick McNealy,1,"$110,625",NA,t020,Houston Open,2020,weekly
T20,T47,Kyle Stanley,1,"$88,125",NA,t020,Houston Open,2020,weekly
T20,,Boo Weekley,1,"$88,125",NA,t020,Houston Open,2020,weekly
T22,,Ryan Armour,1,"$67,125",NA,t020,Houston Open,2020,weekly
T22,T65,James Hahn,1,"$67,125",NA,t020,Houston Open,2020,weekly
T22,,Kramer Hickok,1,"$67,125",NA,t020,Houston Open,2020,weekly
T22,,Cameron Champ,1,"$67,125",NA,t020,Houston Open,2020,weekly
T26,,Michael Gligic,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,T47,Russell Knox,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Robert Streb,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Wes Roach,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,T18,Sam Ryder,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Tyler McCumber,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Zac Blair,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,T71,Scottie Scheffler,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Sebastián Muñoz,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Nick Watney,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,T13,Luke List,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Ricky Barnes,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,T18,Matt Every,1,"$42,482",NA,t020,Houston Open,2020,weekly
T26,,Brendon Todd,1,"$42,482",NA,t020,Houston Open,2020,weekly
T40,,Brice Garnett,1,"$28,125",NA,t020,Houston Open,2020,weekly
T40,T47,Martin Laird,1,"$28,125",NA,t020,Houston Open,2020,weekly
T40,T7,Brian Gay,1,"$28,125",NA,t020,Houston Open,2020,weekly
T43,,D.J. Trahan,1,"$21,825",NA,t020,Houston Open,2020,weekly
T43,,Rob Oppenheim,1,"$21,825",NA,t020,Houston Open,2020,weekly
T43,,Henrik Norlander,1,"$21,825",NA,t020,Houston Open,2020,weekly
T43,,Ryan Brehm,1,"$21,825",NA,t020,Houston Open,2020,weekly
T43,,Roberto Castro,1,"$21,825",NA,t020,Houston Open,2020,weekly
T43,,Lucas Bjerregaard,1,"$21,825",NA,t020,Houston Open,2020,weekly
T49,70,Bo Hoag,1,"$18,263",NA,t020,Houston Open,2020,weekly
T49,,Patrick Rodgers,1,"$18,263",NA,t020,Houston Open,2020,weekly
T49,,Michael Gellerman,1,"$18,263",NA,t020,Houston Open,2020,weekly
T52,T47,John Huh,1,"$17,400",NA,t020,Houston Open,2020,weekly
T52,,Mackenzie Hughes,1,"$17,400",NA,t020,Houston Open,2020,weekly
T52,T29,Ben Taylor,1,"$17,400",NA,t020,Houston Open,2020,weekly
T52,,Rich Beem,1,"$17,400",NA,t020,Houston Open,2020,weekly
T56,,Rafael Campos,1,"$16,950",NA,t020,Houston Open,2020,weekly
T56,,Dominic Bozzelli,1,"$16,950",NA,t020,Houston Open,2020,weekly
T58,T36,Russell Henley,1,"$16,500",NA,t020,Houston Open,2020,weekly
T58,,J.J. Henry,1,"$16,500",NA,t020,Houston Open,2020,weekly
T58,T47,Chris Stroud,1,"$16,500",NA,t020,Houston Open,2020,weekly
T58,,Seamus Power,1,"$16,500",NA,t020,Houston Open,2020,weekly
T62,,George McNeill,1,"$15,900",NA,t020,Houston Open,2020,weekly
T62,,Shawn Stefani,1,"$15,900",NA,t020,Houston Open,2020,weekly
T62,,Sebastian Cappelen,1,"$15,900",NA,t020,Houston Open,2020,weekly
T65,,Robert Garrigus,1,"$15,375",NA,t020,Houston Open,2020,weekly
T65,,Graham DeLaet,1,"$15,375",NA,t020,Houston Open,2020,weekly
67,,J.J. Spaun,1,"$15,075",NA,t020,Houston Open,2020,weekly
T68,,Joseph Bramlett,1,"$14,850",NA,t020,Houston Open,2020,weekly
T68,,Nelson Ledesma,1,"$14,850",NA,t020,Houston Open,2020,weekly
70,,Rhein Gibson,1,"$14,625",NA,t020,Houston Open,2020,weekly
71,,Jim Herman,1,"$14,475",NA,t020,Houston Open,2020,weekly
72,,Bill Haas,1,"$14,325",NA,t020,Houston Open,2020,weekly
1,,Kevin Na,1,"$1,260,000",NA,t047,Shriners Hospitals for Children Open,2020,weekly
2,T39,Patrick Cantlay,1,"$763,000",NA,t047,Shriners Hospitals for Children Open,2020,weekly
3,,Pat Perez,1,"$483,000",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T17,Brian Stuard,1,"$294,583",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T4,2,Adam Hadwin,1,"$294,583",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T13,Bryson DeChambeau,1,"$294,583",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T7,T23,Brian Gay,1,"$227,500",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T7,,Webb Simpson,1,"$227,500",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Tony Finau,1,"$183,750",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Lucas Glover,1,"$183,750",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Joel Dahmen,1,"$183,750",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Denny McCarthy,1,"$183,750",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Cameron Smith,1,"$137,083",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Ryan Moore,1,"$137,083",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Luke List,1,"$137,083",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T16,T7,Xinjun Zhang,1,"$117,250",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T16,,Hideki Matsuyama,1,"$117,250",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Andrew Putnam,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,T23,Chesson Hadley,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,T17,Lanto Griffin,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,T60,Kris Ventura,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Matthew NeSmith,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Sam Ryder,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,T23,Daniel Berger,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Adam Schenk,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Matthew Wolff,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Brian Harman,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T18,,Matt Every,1,"$75,377",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,,Sung Kang,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,T58,Brendan Steele,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,,Matt Jones,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,T10,Nick Taylor,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,,Kevin Tway,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,,Beau Hossler,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T29,,Ben Taylor,1,"$43,900",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T36,T39,Carlos Ortiz,1,"$33,320",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Russell Henley,1,"$33,320",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T36,T50,Maverick McNealy,1,"$33,320",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T36,T33,Aaron Baddeley,1,"$33,320",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Ryan Palmer,1,"$33,320",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,T17,Adam Scott,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,,Patton Kizzire,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,T13,Mark Hubbard,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,T50,Robby Shelton,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,T10,Collin Morikawa,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T41,,Doc Redman,1,"$25,550",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,,Kyle Stanley,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,,Russell Knox,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,,John Huh,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,T17,Harold Varner III,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,T17,Brandt Snedeker,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,,Martin Laird,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T47,,Chris Stroud,1,"$18,330",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,T17,Jim Furyk,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,T54,Fabián Gómez,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,,Bronson Burgoon,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,,Scott Stallings,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,,Gary Woodland,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T54,T47,Si Woo Kim,1,"$16,240",NA,t047,Shriners Hospitals for Children Open,2020,weekly
60,,Phil Mickelson,1,"$15,750",NA,t047,Shriners Hospitals for Children Open,2020,weekly
61,,Nate Lashley,1,"$15,610",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T62,,Peter Uihlein,1,"$15,260",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T62,,Jason Kokrak,1,"$15,260",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T62,,Troy Merritt,1,"$15,260",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T65,,James Hahn,1,"$14,700",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T65,T4,Charles Howell III,1,"$14,700",NA,t047,Shriners Hospitals for Children Open,2020,weekly
67,,Keegan Bradley,1,"$14,490",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T68,T54,Talor Gooch,1,"$14,280",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T68,,Danny Lee,1,"$14,280",NA,t047,Shriners Hospitals for Children Open,2020,weekly
70,T42,Bo Hoag,1,"$14,070",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T71,,Scottie Scheffler,1,"$13,860",NA,t047,Shriners Hospitals for Children Open,2020,weekly
T71,,Charley Hoffman,1,"$13,860",NA,t047,Shriners Hospitals for Children Open,2020,weekly
1,T27,Cameron Champ,1,"$1,188,000",NA,t464,Safeway Open,2020,weekly
2,,Adam Hadwin,1,"$719,400",NA,t464,Safeway Open,2020,weekly
3,,Marc Leishman,1,"$455,400",NA,t464,Safeway Open,2020,weekly
T4,,Charles Howell III,1,"$277,750",NA,t464,Safeway Open,2020,weekly
T4,,Justin Thomas,1,"$277,750",NA,t464,Safeway Open,2020,weekly
T4,,Zac Blair,1,"$277,750",NA,t464,Safeway Open,2020,weekly
T7,T11,Cameron Percy,1,"$207,350",NA,t464,Safeway Open,2020,weekly
T7,T6,Dylan Frittelli,1,"$207,350",NA,t464,Safeway Open,2020,weekly
T7,58,Xinjun Zhang,1,"$207,350",NA,t464,Safeway Open,2020,weekly
T10,,Nick Watney,1,"$166,650",NA,t464,Safeway Open,2020,weekly
T10,,Nick Taylor,1,"$166,650",NA,t464,Safeway Open,2020,weekly
T10,,Collin Morikawa,1,"$166,650",NA,t464,Safeway Open,2020,weekly
T13,,Roger Sloan,1,"$125,400",NA,t464,Safeway Open,2020,weekly
T13,,Mark Hubbard,1,"$125,400",NA,t464,Safeway Open,2020,weekly
T13,,Corey Conners,1,"$125,400",NA,t464,Safeway Open,2020,weekly
T13,,Bryson DeChambeau,1,"$125,400",NA,t464,Safeway Open,2020,weekly
T17,T11,Lanto Griffin,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T17,,Harold Varner III,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T17,,Jim Furyk,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T17,,Adam Scott,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T17,T27,Brian Stuard,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T17,T43,Brandt Snedeker,1,"$90,750",NA,t464,Safeway Open,2020,weekly
T23,,Francesco Molinari,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Brice Garnett,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Michael Thompson,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,T63,Brian Gay,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Scott Harrington,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Andrew Landry,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Harry Higgs,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Chesson Hadley,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,T22,Adam Long,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T23,,Daniel Berger,1,"$52,140",NA,t464,Safeway Open,2020,weekly
T33,,Rhein Gibson,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T33,T6,Harris English,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T33,1,Sebastián Muñoz,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T33,,Chez Reavie,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T33,,Aaron Baddeley,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T33,T59,Rafael Campos,1,"$34,461",NA,t464,Safeway Open,2020,weekly
T39,,Kevin Chappell,1,"$26,730",NA,t464,Safeway Open,2020,weekly
T39,T4,Carlos Ortiz,1,"$26,730",NA,t464,Safeway Open,2020,weekly
T39,,Patrick Cantlay,1,"$26,730",NA,t464,Safeway Open,2020,weekly
T42,T16,Cameron Tringale,1,"$20,843",NA,t464,Safeway Open,2020,weekly
T42,T52,Bo Hoag,1,"$20,843",NA,t464,Safeway Open,2020,weekly
T42,,Bud Cauley,1,"$20,843",NA,t464,Safeway Open,2020,weekly
T42,T59,Patrick Rodgers,1,"$20,843",NA,t464,Safeway Open,2020,weekly
T42,,Hank Lebioda,1,"$20,843",NA,t464,Safeway Open,2020,weekly
T47,,Michael Gligic,1,"$17,006",NA,t464,Safeway Open,2020,weekly
T47,T59,Si Woo Kim,1,"$17,006",NA,t464,Safeway Open,2020,weekly
T47,2,Sungjae Im,1,"$17,006",NA,t464,Safeway Open,2020,weekly
T50,T27,Robby Shelton,1,"$15,807",NA,t464,Safeway Open,2020,weekly
T50,,Maverick McNealy,1,"$15,807",NA,t464,Safeway Open,2020,weekly
T50,,Rob Oppenheim,1,"$15,807",NA,t464,Safeway Open,2020,weekly
T50,T22,David Hearn,1,"$15,807",NA,t464,Safeway Open,2020,weekly
T54,,Jhonattan Vegas,1,"$15,180",NA,t464,Safeway Open,2020,weekly
T54,T18,Fabián Gómez,1,"$15,180",NA,t464,Safeway Open,2020,weekly
T54,,Tyler Duncan,1,"$15,180",NA,t464,Safeway Open,2020,weekly
T54,,Talor Gooch,1,"$15,180",NA,t464,Safeway Open,2020,weekly
T58,,Brendan Steele,1,"$14,784",NA,t464,Safeway Open,2020,weekly
T58,,Vaughn Taylor,1,"$14,784",NA,t464,Safeway Open,2020,weekly
T60,,Bo Van Pelt,1,"$14,388",NA,t464,Safeway Open,2020,weekly
T60,65,Ricky Barnes,1,"$14,388",NA,t464,Safeway Open,2020,weekly
T60,,Kris Ventura,1,"$14,388",NA,t464,Safeway Open,2020,weekly
T60,,Max Homa,1,"$14,388",NA,t464,Safeway Open,2020,weekly
64,,Tyler McCumber,1,"$14,058",NA,t464,Safeway Open,2020,weekly
65,,Scott Piercy,1,"$13,926",NA,t464,Safeway Open,2020,weekly
1,T7,Sebastián Muñoz,1,"$1,188,000",NA,t054,Sanderson Farms Championship,2020,weekly
2,T19,Sungjae Im,1,"$719,400",NA,t054,Sanderson Farms Championship,2020,weekly
3,T46,Byeong Hun An,1,"$455,400",NA,t054,Sanderson Farms Championship,2020,weekly
T4,,Carlos Ortiz,1,"$297,000",NA,t054,Sanderson Farms Championship,2020,weekly
T4,,Kevin Streelman,1,"$297,000",NA,t054,Sanderson Farms Championship,2020,weekly
T6,T19,Bronson Burgoon,1,"$208,230",NA,t054,Sanderson Farms Championship,2020,weekly
T6,,George McNeill,1,"$208,230",NA,t054,Sanderson Farms Championship,2020,weekly
T6,,Dylan Frittelli,1,"$208,230",NA,t054,Sanderson Farms Championship,2020,weekly
T6,T3,Harris English,1,"$208,230",NA,t054,Sanderson Farms Championship,2020,weekly
T6,T46,Dominic Bozzelli,1,"$208,230",NA,t054,Sanderson Farms Championship,2020,weekly
T11,13,Lanto Griffin,1,"$153,450",NA,t054,Sanderson Farms Championship,2020,weekly
