rank_this_week,rank_last_week,player_name,rounds,total,tournamet_id,tournament_name,year,type
75,,Tae Hee Lee,4,6,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
76,,Billy Horschel,4,4,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
1,T44,Lanto Griffin,4,24,t020,Houston Open,2020,weekly
2,T20,Xinjun Zhang,4,23,t020,Houston Open,2020,weekly
3,,Stewart Cink,4,22,t020,Houston Open,2020,weekly
T4,T70,Carlos Ortiz,4,21,t020,Houston Open,2020,weekly
T4,T4,Maverick McNealy,4,21,t020,Houston Open,2020,weekly
T6,,Scott Harrington,4,20,t020,Houston Open,2020,weekly
T6,,Michael Gligic,4,20,t020,Houston Open,2020,weekly
T8,,Nick Watney,4,19,t020,Houston Open,2020,weekly
T8,T36,Martin Laird,4,19,t020,Houston Open,2020,weekly
T8,,Cameron Tringale,4,19,t020,Houston Open,2020,weekly
T8,,Bud Cauley,4,19,t020,Houston Open,2020,weekly
T8,,Wes Roach,4,19,t020,Houston Open,2020,weekly
T8,,Tyler McCumber,4,19,t020,Houston Open,2020,weekly
T8,,Sepp Straka,4,19,t020,Houston Open,2020,weekly
T8,T9,Brian Gay,4,19,t020,Houston Open,2020,weekly
T16,,Chad Campbell,4,18,t020,Houston Open,2020,weekly
T16,,Ryan Armour,4,18,t020,Houston Open,2020,weekly
T16,,Peter Malnati,4,18,t020,Houston Open,2020,weekly
T16,T26,Beau Hossler,4,18,t020,Houston Open,2020,weekly
T16,,Andy Zhang,4,18,t020,Houston Open,2020,weekly
T16,T70,Scottie Scheffler,4,18,t020,Houston Open,2020,weekly
T16,T70,Talor Gooch,4,18,t020,Houston Open,2020,weekly
T16,,Austin Cook,4,18,t020,Houston Open,2020,weekly
T16,,Sebastián Muñoz,4,18,t020,Houston Open,2020,weekly
T16,,Chandler Phillips,4,18,t020,Houston Open,2020,weekly
T16,T49,Matt Every,4,18,t020,Houston Open,2020,weekly
T16,T61,Bronson Burgoon,4,18,t020,Houston Open,2020,weekly
T16,,Lucas Bjerregaard,4,18,t020,Houston Open,2020,weekly
T29,,Seamus Power,4,17,t020,Houston Open,2020,weekly
T29,,Brendon Todd,4,17,t020,Houston Open,2020,weekly
T29,,Harris English,4,17,t020,Houston Open,2020,weekly
T29,,Mackenzie Hughes,4,17,t020,Houston Open,2020,weekly
T29,T64,Mark Hubbard,4,17,t020,Houston Open,2020,weekly
T29,,Dominic Bozzelli,4,17,t020,Houston Open,2020,weekly
T29,1,Denny McCarthy,4,17,t020,Houston Open,2020,weekly
T36,,Patrick Rodgers,4,16,t020,Houston Open,2020,weekly
T36,T36,Sam Ryder,4,16,t020,Houston Open,2020,weekly
T36,,Cole Hammer,4,16,t020,Houston Open,2020,weekly
T36,,Ryan Brehm,4,16,t020,Houston Open,2020,weekly
T36,T36,Kyle Stanley,4,16,t020,Houston Open,2020,weekly
T36,T49,James Hahn,4,16,t020,Houston Open,2020,weekly
T36,,J.J. Henry,4,16,t020,Houston Open,2020,weekly
T36,,Rich Beem,4,16,t020,Houston Open,2020,weekly
T36,,D.J. Trahan,4,16,t020,Houston Open,2020,weekly
T45,,Robert Garrigus,4,15,t020,Houston Open,2020,weekly
T45,,Ricky Barnes,4,15,t020,Houston Open,2020,weekly
T45,,Bill Haas,4,15,t020,Houston Open,2020,weekly
T45,T20,Luke List,4,15,t020,Houston Open,2020,weekly
T45,,Rob Oppenheim,4,15,t020,Houston Open,2020,weekly
T45,,Henrik Norlander,4,15,t020,Houston Open,2020,weekly
T45,,Rafael Campos,4,15,t020,Houston Open,2020,weekly
T45,,J.J. Spaun,4,15,t020,Houston Open,2020,weekly
T45,,Zac Blair,4,15,t020,Houston Open,2020,weekly
T45,,Cameron Champ,4,15,t020,Houston Open,2020,weekly
T45,,Brandon Wu,4,15,t020,Houston Open,2020,weekly
T45,,Braden Bailey,4,15,t020,Houston Open,2020,weekly
T57,,Joseph Bramlett,4,14,t020,Houston Open,2020,weekly
T57,,Robert Streb,4,14,t020,Houston Open,2020,weekly
T57,T49,Russell Knox,4,14,t020,Houston Open,2020,weekly
T57,,Shawn Stefani,4,14,t020,Houston Open,2020,weekly
T57,T70,John Huh,4,14,t020,Houston Open,2020,weekly
T57,,Boo Weekley,4,14,t020,Houston Open,2020,weekly
T63,,Roberto Castro,4,13,t020,Houston Open,2020,weekly
T63,,Sebastian Cappelen,4,13,t020,Houston Open,2020,weekly
T63,T13,Doc Redman,4,13,t020,Houston Open,2020,weekly
T66,,Nelson Ledesma,4,12,t020,Houston Open,2020,weekly
T66,,Kramer Hickok,4,12,t020,Houston Open,2020,weekly
T66,,Jim Herman,4,12,t020,Houston Open,2020,weekly
T66,T64,Russell Henley,4,12,t020,Houston Open,2020,weekly
T70,,Brice Garnett,4,11,t020,Houston Open,2020,weekly
T70,,Rhein Gibson,4,11,t020,Houston Open,2020,weekly
T70,T61,Bo Hoag,4,11,t020,Houston Open,2020,weekly
T70,,Jeremy Gandon,4,11,t020,Houston Open,2020,weekly
T70,,George McNeill,4,11,t020,Houston Open,2020,weekly
T75,T20,Ben Taylor,4,10,t020,Houston Open,2020,weekly
T75,,Graham DeLaet,4,10,t020,Houston Open,2020,weekly
T77,T26,Chris Stroud,4,9,t020,Houston Open,2020,weekly
T77,,Michael Gellerman,4,9,t020,Houston Open,2020,weekly
1,,Denny McCarthy,4,28,t047,Shriners Hospitals for Children Open,2020,weekly
2,T49,Kris Ventura,4,27,t047,Shriners Hospitals for Children Open,2020,weekly
3,,Kevin Na,4,26,t047,Shriners Hospitals for Children Open,2020,weekly
T4,,Ryan Moore,4,25,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T28,Patrick Cantlay,4,25,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T28,Maverick McNealy,4,25,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T14,Bryson DeChambeau,4,25,t047,Shriners Hospitals for Children Open,2020,weekly
T4,T49,Brian Stuard,4,25,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Cameron Smith,4,24,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Matt Jones,4,24,t047,Shriners Hospitals for Children Open,2020,weekly
T9,T4,Brian Gay,4,24,t047,Shriners Hospitals for Children Open,2020,weekly
T9,,Ryan Palmer,4,24,t047,Shriners Hospitals for Children Open,2020,weekly
T13,T10,Daniel Berger,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,T22,Collin Morikawa,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Doc Redman,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Jack Trent,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Brian Harman,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,T1,Adam Hadwin,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T13,,Joel Dahmen,4,23,t047,Shriners Hospitals for Children Open,2020,weekly
T20,,Webb Simpson,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T20,T1,Xinjun Zhang,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T20,,Patton Kizzire,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T20,,Ben Taylor,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T20,,Pat Perez,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T20,,Luke List,4,22,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Lucas Glover,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Charley Hoffman,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,T37,Aaron Baddeley,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Phil Mickelson,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,T37,Chesson Hadley,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Beau Hossler,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Matthew Wolff,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Chris Stroud,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Sung Kang,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T26,,Gary Woodland,4,21,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Martin Laird,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,T37,Brendan Steele,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Tony Finau,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Kyle Stanley,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Troy Merritt,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Hideki Matsuyama,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Matthew NeSmith,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T36,,Sam Ryder,4,20,t047,Shriners Hospitals for Children Open,2020,weekly
T44,T28,Lanto Griffin,4,19,t047,Shriners Hospitals for Children Open,2020,weekly
T44,T14,Harold Varner III,4,19,t047,Shriners Hospitals for Children Open,2020,weekly
T44,T22,Adam Scott,4,19,t047,Shriners Hospitals for Children Open,2020,weekly
T44,T22,Brandt Snedeker,4,19,t047,Shriners Hospitals for Children Open,2020,weekly
T44,,Danny Lee,4,19,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Matt Every,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Kevin Tway,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,James Hahn,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Russell Knox,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Keegan Bradley,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Andrew Putnam,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,T14,Jim Furyk,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,T28,Nick Taylor,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,T37,John Oda,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,T28,Si Woo Kim,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,T63,Robby Shelton,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T49,,Adam Schenk,4,18,t047,Shriners Hospitals for Children Open,2020,weekly
T61,,Chase Koepka,4,17,t047,Shriners Hospitals for Children Open,2020,weekly
T61,,Bronson Burgoon,4,17,t047,Shriners Hospitals for Children Open,2020,weekly
T61,T49,Bo Hoag,4,17,t047,Shriners Hospitals for Children Open,2020,weekly
T64,65,Fabián Gómez,4,16,t047,Shriners Hospitals for Children Open,2020,weekly
T64,,Peter Uihlein,4,16,t047,Shriners Hospitals for Children Open,2020,weekly
T64,,Russell Henley,4,16,t047,Shriners Hospitals for Children Open,2020,weekly
T64,T10,Mark Hubbard,4,16,t047,Shriners Hospitals for Children Open,2020,weekly
T64,T37,Isaiah Salinda,4,16,t047,Shriners Hospitals for Children Open,2020,weekly
69,,Nate Lashley,4,15,t047,Shriners Hospitals for Children Open,2020,weekly
T70,,Scott Stallings,4,14,t047,Shriners Hospitals for Children Open,2020,weekly
T70,T28,Carlos Ortiz,4,14,t047,Shriners Hospitals for Children Open,2020,weekly
T70,,John Huh,4,14,t047,Shriners Hospitals for Children Open,2020,weekly
T70,,Scottie Scheffler,4,14,t047,Shriners Hospitals for Children Open,2020,weekly
T70,T49,Talor Gooch,4,14,t047,Shriners Hospitals for Children Open,2020,weekly
75,,Jason Kokrak,4,13,t047,Shriners Hospitals for Children Open,2020,weekly
76,T10,Charles Howell III,4,12,t047,Shriners Hospitals for Children Open,2020,weekly
T1,T60,Xinjun Zhang,4,22,t464,Safeway Open,2020,weekly
T1,,Adam Hadwin,4,22,t464,Safeway Open,2020,weekly
T1,,Corey Conners,4,22,t464,Safeway Open,2020,weekly
T4,T54,Cameron Champ,4,21,t464,Safeway Open,2020,weekly
T4,T67,Brian Gay,4,21,t464,Safeway Open,2020,weekly
T4,,Nick Watney,4,21,t464,Safeway Open,2020,weekly
T7,,Chez Reavie,4,20,t464,Safeway Open,2020,weekly
T7,T3,Dylan Frittelli,4,20,t464,Safeway Open,2020,weekly
T7,,Zac Blair,4,20,t464,Safeway Open,2020,weekly
T10,,Mark Hubbard,4,19,t464,Safeway Open,2020,weekly
T10,,Daniel Berger,4,19,t464,Safeway Open,2020,weekly
T10,,Scott Harrington,4,19,t464,Safeway Open,2020,weekly
T10,,Charles Howell III,4,19,t464,Safeway Open,2020,weekly
T14,T6,Cameron Percy,4,18,t464,Safeway Open,2020,weekly
T14,,Vaughn Taylor,4,18,t464,Safeway Open,2020,weekly
T14,,Jim Furyk,4,18,t464,Safeway Open,2020,weekly
T14,,Marc Leishman,4,18,t464,Safeway Open,2020,weekly
T14,,Justin Thomas,4,18,t464,Safeway Open,2020,weekly
T14,,Harry Higgs,4,18,t464,Safeway Open,2020,weekly
T14,,Harold Varner III,4,18,t464,Safeway Open,2020,weekly
T14,,Bryson DeChambeau,4,18,t464,Safeway Open,2020,weekly
T22,T60,Patrick Rodgers,4,17,t464,Safeway Open,2020,weekly
T22,,Collin Morikawa,4,17,t464,Safeway Open,2020,weekly
T22,T47,Brandt Snedeker,4,17,t464,Safeway Open,2020,weekly
T22,,Kevin Chappell,4,17,t464,Safeway Open,2020,weekly
T22,,Francesco Molinari,4,17,t464,Safeway Open,2020,weekly
T22,,Adam Scott,4,17,t464,Safeway Open,2020,weekly
T28,,Nick Taylor,4,16,t464,Safeway Open,2020,weekly
T28,,Rhein Gibson,4,16,t464,Safeway Open,2020,weekly
T28,T16,Carlos Ortiz,4,16,t464,Safeway Open,2020,weekly
T28,T16,Lanto Griffin,4,16,t464,Safeway Open,2020,weekly
T28,T11,Adam Long,4,16,t464,Safeway Open,2020,weekly
T28,,Patrick Cantlay,4,16,t464,Safeway Open,2020,weekly
T28,T67,Si Woo Kim,4,16,t464,Safeway Open,2020,weekly
T28,,Maverick McNealy,4,16,t464,Safeway Open,2020,weekly
T28,T6,Sebastián Muñoz,4,16,t464,Safeway Open,2020,weekly
T37,,Chesson Hadley,4,15,t464,Safeway Open,2020,weekly
T37,,John Oda,4,15,t464,Safeway Open,2020,weekly
T37,,Tyler Duncan,4,15,t464,Safeway Open,2020,weekly
T37,,Hank Lebioda,4,15,t464,Safeway Open,2020,weekly
T37,,Isaiah Salinda,4,15,t464,Safeway Open,2020,weekly
T37,,Brendan Steele,4,15,t464,Safeway Open,2020,weekly
T37,T47,Rafael Campos,4,15,t464,Safeway Open,2020,weekly
T37,,Andrew Landry,4,15,t464,Safeway Open,2020,weekly
T37,T16,Cameron Tringale,4,15,t464,Safeway Open,2020,weekly
T37,,Bud Cauley,4,15,t464,Safeway Open,2020,weekly
T37,T11,Harris English,4,15,t464,Safeway Open,2020,weekly
T37,,Aaron Baddeley,4,15,t464,Safeway Open,2020,weekly
T49,,Brice Garnett,4,14,t464,Safeway Open,2020,weekly
T49,T47,Brian Stuard,4,14,t464,Safeway Open,2020,weekly
T49,,Michael Thompson,4,14,t464,Safeway Open,2020,weekly
T49,,Roger Sloan,4,14,t464,Safeway Open,2020,weekly
T49,T60,Bo Hoag,4,14,t464,Safeway Open,2020,weekly
T49,,Kris Ventura,4,14,t464,Safeway Open,2020,weekly
T49,,Talor Gooch,4,14,t464,Safeway Open,2020,weekly
T56,T1,Sungjae Im,4,13,t464,Safeway Open,2020,weekly
T56,,Tyler McCumber,4,13,t464,Safeway Open,2020,weekly
T56,,Rob Oppenheim,4,13,t464,Safeway Open,2020,weekly
T56,,Michael Gligic,4,13,t464,Safeway Open,2020,weekly
T56,,Bo Van Pelt,4,13,t464,Safeway Open,2020,weekly
T56,T22,David Hearn,4,13,t464,Safeway Open,2020,weekly
T56,,Jhonattan Vegas,4,13,t464,Safeway Open,2020,weekly
T63,,Max Homa,4,12,t464,Safeway Open,2020,weekly
T63,T37,Robby Shelton,4,12,t464,Safeway Open,2020,weekly
65,T37,Fabián Gómez,4,11,t464,Safeway Open,2020,weekly
66,T65,Ricky Barnes,4,10,t464,Safeway Open,2020,weekly
67,,Scott Piercy,4,7,t464,Safeway Open,2020,weekly
T1,T4,Sungjae Im,4,24,t054,Sanderson Farms Championship,2020,weekly
T1,T47,Bronson Burgoon,4,24,t054,Sanderson Farms Championship,2020,weekly
T3,,Dylan Frittelli,4,23,t054,Sanderson Farms Championship,2020,weekly
T3,T62,Byeong Hun An,4,23,t054,Sanderson Farms Championship,2020,weekly
5,,Kevin Streelman,4,22,t054,Sanderson Farms Championship,2020,weekly
T6,T55,Cameron Percy,4,21,t054,Sanderson Farms Championship,2020,weekly
T6,,Zach Johnson,4,21,t054,Sanderson Farms Championship,2020,weekly
T6,T9,Dominic Bozzelli,4,21,t054,Sanderson Farms Championship,2020,weekly
T6,T2,Scottie Scheffler,4,21,t054,Sanderson Farms Championship,2020,weekly
T6,T47,Sebastián Muñoz,4,21,t054,Sanderson Farms Championship,2020,weekly
T11,T4,Harris English,4,20,t054,Sanderson Farms Championship,2020,weekly
T11,,Peter Malnati,4,20,t054,Sanderson Farms Championship,2020,weekly
T11,T9,Adam Long,4,20,t054,Sanderson Farms Championship,2020,weekly
T11,T27,J.J. Spaun,4,20,t054,Sanderson Farms Championship,2020,weekly
T11,,Anirban Lahiri,4,20,t054,Sanderson Farms Championship,2020,weekly
T16,T55,Cameron Tringale,4,19,t054,Sanderson Farms Championship,2020,weekly
T16,,Charley Hoffman,4,19,t054,Sanderson Farms Championship,2020,weekly
T16,,Carlos Ortiz,4,19,t054,Sanderson Farms Championship,2020,weekly
T16,T27,Lanto Griffin,4,19,t054,Sanderson Farms Championship,2020,weekly
T16,,Sam Burns,4,19,t054,Sanderson Farms Championship,2020,weekly
T16,,J.T. Poston,4,19,t054,Sanderson Farms Championship,2020,weekly
T22,,Chase Seiffert,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,T11,Denny McCarthy,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,,Aaron Wise,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,,Vincent Whaley,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,,Bill Haas,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,T55,David Hearn,4,18,t054,Sanderson Farms Championship,2020,weekly
T22,,Emiliano Grillo,4,18,t054,Sanderson Farms Championship,2020,weekly
T29,T11,Brian Harman,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,T62,Peter Uihlein,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,,George McNeill,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,T47,Robert Streb,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,T4,Tom Hoge,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,,Adam Schenk,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,,Davis Riley,4,17,t054,Sanderson Farms Championship,2020,weekly
T29,T11,Doc Redman,4,17,t054,Sanderson Farms Championship,2020,weekly
T37,T65,Russell Henley,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,,Cam Davis,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,1,Robby Shelton,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,T4,Richy Werenski,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,,Michael Gellerman,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,,Fabián Gómez,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,T18,Scott Brown,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,,Scott Stallings,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,,Tommy Gainey,4,16,t054,Sanderson Farms Championship,2020,weekly
T37,T11,Zack Sucher,4,16,t054,Sanderson Farms Championship,2020,weekly
T47,,Brandt Snedeker,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,,Brian Stuard,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,,Rafael Campos,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,T47,Roberto Castro,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,,Shawn Stefani,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,,Ben Crane,4,15,t054,Sanderson Farms Championship,2020,weekly
T47,,Stewart Cink,4,15,t054,Sanderson Farms Championship,2020,weekly
T54,,Jamie Lovemark,4,14,t054,Sanderson Farms Championship,2020,weekly
T54,,Garrett Osborn,4,14,t054,Sanderson Farms Championship,2020,weekly
T54,T47,Sebastian Cappelen,4,14,t054,Sanderson Farms Championship,2020,weekly
T54,,Cameron Champ,4,14,t054,Sanderson Farms Championship,2020,weekly
T58,T2,Joaquin Niemann,4,13,t054,Sanderson Farms Championship,2020,weekly
T58,T38,Mark Anderson,4,13,t054,Sanderson Farms Championship,2020,weekly
T60,,Xinjun Zhang,4,12,t054,Sanderson Farms Championship,2020,weekly
T60,,Alex Cejka,4,12,t054,Sanderson Farms Championship,2020,weekly
T60,T27,Jonathan Byrd,4,12,t054,Sanderson Farms Championship,2020,weekly
T60,,Bo Hoag,4,12,t054,Sanderson Farms Championship,2020,weekly
T60,T27,Patrick Rodgers,4,12,t054,Sanderson Farms Championship,2020,weekly
T65,,Daniel Chopra,4,10,t054,Sanderson Farms Championship,2020,weekly
T65,,Ricky Barnes,4,10,t054,Sanderson Farms Championship,2020,weekly
T67,,Brian Gay,4,9,t054,Sanderson Farms Championship,2020,weekly
T67,,Si Woo Kim,4,9,t054,Sanderson Farms Championship,2020,weekly
1,NA,Robby Shelton,4,23,t490,A Military Tribute at The Greenbrier,2020,weekly
T2,NA,Joaquin Niemann,4,22,t490,A Military Tribute at The Greenbrier,2020,weekly
T2,NA,Scottie Scheffler,4,22,t490,A Military Tribute at The Greenbrier,2020,weekly
T4,NA,Harris English,4,21,t490,A Military Tribute at The Greenbrier,2020,weekly
T4,NA,Tom Hoge,4,21,t490,A Military Tribute at The Greenbrier,2020,weekly
T4,NA,Sungjae Im,4,21,t490,A Military Tribute at The Greenbrier,2020,weekly
T4,NA,Richy Werenski,4,21,t490,A Military Tribute at The Greenbrier,2020,weekly
T4,NA,Nate Lashley,4,21,t490,A Military Tribute at The Greenbrier,2020,weekly
T9,NA,Adam Long,4,20,t490,A Military Tribute at The Greenbrier,2020,weekly
T9,NA,Dominic Bozzelli,4,20,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Mark Hubbard,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Sam Ryder,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Denny McCarthy,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Doc Redman,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Brian Harman,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Keegan Bradley,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T11,NA,Zack Sucher,4,19,t490,A Military Tribute at The Greenbrier,2020,weekly
T18,NA,Scott Brown,4,18,t490,A Military Tribute at The Greenbrier,2020,weekly
T18,NA,Viktor Hovland,4,18,t490,A Military Tribute at The Greenbrier,2020,weekly
T18,NA,Hank Lebioda,4,18,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Bud Cauley,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Cameron Smith,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Matt Jones,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Danny Lee,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Kevin Chappell,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T21,NA,Nick Taylor,4,17,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Scott Piercy,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Jonathan Byrd,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Kevin Na,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Scott Harrington,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Harry Higgs,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Lanto Griffin,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Patrick Rodgers,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Harold Varner III,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,J.J. Spaun,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Tyler McCumber,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T27,NA,Doug Ghim,4,16,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Andrew Novak,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Rob Oppenheim,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Sung Kang,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Brendan Steele,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Rhein Gibson,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Vince Covello,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Mark Anderson,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,D.J. Trahan,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T38,NA,Bubba Watson,4,15,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Bronson Burgoon,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Roberto Castro,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Joel Dahmen,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Grayson Murray,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Joseph Bramlett,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Sebastian Cappelen,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Robert Streb,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T47,NA,Sebastián Muñoz,4,14,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Austin Cook,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,David Hearn,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Johnson Wagner,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Cameron Tringale,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Morgan Hoffmann,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Jason Dufner,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T55,NA,Cameron Percy,4,13,t490,A Military Tribute at The Greenbrier,2020,weekly
T62,NA,Peter Uihlein,4,12,t490,A Military Tribute at The Greenbrier,2020,weekly
T62,NA,Byeong Hun An,4,12,t490,A Military Tribute at The Greenbrier,2020,weekly
T62,NA,Beau Hossler,4,12,t490,A Military Tribute at The Greenbrier,2020,weekly
T65,NA,Russell Henley,4,11,t490,A Military Tribute at The Greenbrier,2020,weekly
T65,NA,Martin Laird,4,11,t490,A Military Tribute at The Greenbrier,2020,weekly
T65,NA,Brice Garnett,4,11,t490,A Military Tribute at The Greenbrier,2020,weekly
