rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
1,2,Cameron Champ,4,319.3,"2,554",8,t060,TOUR Championship,2020,weekly
2,T4,Dustin Johnson,4,317.6,"2,541",8,t060,TOUR Championship,2020,weekly
3,T4,Tony Finau,4,313.5,"2,508",8,t060,TOUR Championship,2020,weekly
4,T53,Tyrrell Hatton,4,312.4,"2,499",8,t060,TOUR Championship,2020,weekly
5,3,Rory McIlroy,4,311.8,"2,494",8,t060,TOUR Championship,2020,weekly
6,T40,Lanto Griffin,4,309.5,"2,476",8,t060,TOUR Championship,2020,weekly
7,6,Jon Rahm,4,308.3,"2,466",8,t060,TOUR Championship,2020,weekly
8,14,Joaquin Niemann,4,305.1,"2,441",8,t060,TOUR Championship,2020,weekly
9,T50,Mackenzie Hughes,4,304.6,"2,437",8,t060,TOUR Championship,2020,weekly
T10,26,Patrick Reed,4,304.3,"2,434",8,t060,TOUR Championship,2020,weekly
T10,60,Sungjae Im,4,304.3,"2,434",8,t060,TOUR Championship,2020,weekly
12,39,Sebastián Muñoz,4,304,"2,432",8,t060,TOUR Championship,2020,weekly
13,21,Cameron Smith,4,303.6,"2,429",8,t060,TOUR Championship,2020,weekly
T14,31,Ryan Palmer,4,302.5,"2,420",8,t060,TOUR Championship,2020,weekly
T14,T15,Xander Schauffele,4,302.5,"2,420",8,t060,TOUR Championship,2020,weekly
T14,42,Viktor Hovland,4,302.5,"2,420",8,t060,TOUR Championship,2020,weekly
17,30,Collin Morikawa,4,302.4,"2,419",8,t060,TOUR Championship,2020,weekly
18,19,Scottie Scheffler,4,302,"2,416",8,t060,TOUR Championship,2020,weekly
19,8,Justin Thomas,4,300.1,"2,401",8,t060,TOUR Championship,2020,weekly
20,T32,Billy Horschel,4,296.6,"2,373",8,t060,TOUR Championship,2020,weekly
21,T22,Harris English,4,295,"2,360",8,t060,TOUR Championship,2020,weekly
T22,,Webb Simpson,4,294.5,"2,356",8,t060,TOUR Championship,2020,weekly
T22,10,Hideki Matsuyama,4,294.5,"2,356",8,t060,TOUR Championship,2020,weekly
T24,59,Kevin Kisner,4,293.9,"2,351",8,t060,TOUR Championship,2020,weekly
T24,68,Marc Leishman,4,293.9,"2,351",8,t060,TOUR Championship,2020,weekly
26,9,Daniel Berger,4,292.4,"2,339",8,t060,TOUR Championship,2020,weekly
27,58,Abraham Ancer,4,291.9,"2,335",8,t060,TOUR Championship,2020,weekly
28,T40,Brendon Todd,4,289.5,"2,316",8,t060,TOUR Championship,2020,weekly
29,64,Kevin Na,4,281.3,"2,250",8,t060,TOUR Championship,2020,weekly
30,1,Bryson DeChambeau,4,280,"2,240",8,t060,TOUR Championship,2020,weekly
1,,Bryson DeChambeau,4,339.5,"2,716",8,t028,BMW Championship,2020,weekly
2,,Cameron Champ,4,337.8,"2,702",8,t028,BMW Championship,2020,weekly
3,15,Rory McIlroy,4,333.6,"2,669",8,t028,BMW Championship,2020,weekly
T4,,Tony Finau,4,331.9,"2,655",8,t028,BMW Championship,2020,weekly
T4,2,Dustin Johnson,4,331.9,"2,655",8,t028,BMW Championship,2020,weekly
6,1,Jon Rahm,4,331.1,"2,649",8,t028,BMW Championship,2020,weekly
7,5,Paul Casey,4,327.6,"2,621",8,t028,BMW Championship,2020,weekly
8,6,Justin Thomas,4,327.5,"2,620",8,t028,BMW Championship,2020,weekly
9,T31,Daniel Berger,4,326.4,"2,611",8,t028,BMW Championship,2020,weekly
10,18,Hideki Matsuyama,4,325.5,"2,604",8,t028,BMW Championship,2020,weekly
11,,Max Homa,4,325.1,"2,601",8,t028,BMW Championship,2020,weekly
12,,Patrick Cantlay,4,324.9,"2,599",8,t028,BMW Championship,2020,weekly
13,26,Brendan Steele,4,324.1,"2,593",8,t028,BMW Championship,2020,weekly
14,,Joaquin Niemann,4,322.8,"2,582",8,t028,BMW Championship,2020,weekly
T15,T33,Xander Schauffele,4,320.8,"2,566",8,t028,BMW Championship,2020,weekly
T15,4,Jason Kokrak,4,320.8,"2,566",8,t028,BMW Championship,2020,weekly
17,T41,Talor Gooch,4,319.9,"2,559",8,t028,BMW Championship,2020,weekly
18,20,Louis Oosthuizen,4,319.4,"2,555",8,t028,BMW Championship,2020,weekly
19,14,Scottie Scheffler,4,318.4,"2,547",8,t028,BMW Championship,2020,weekly
20,,Byeong Hun An,4,318,"2,544",8,t028,BMW Championship,2020,weekly
21,T41,Cameron Smith,4,316,"2,528",8,t028,BMW Championship,2020,weekly
T22,,Carlos Ortiz,4,315.5,"2,524",8,t028,BMW Championship,2020,weekly
T22,22,Harris English,4,315.5,"2,524",8,t028,BMW Championship,2020,weekly
24,23,Corey Conners,4,314.8,"2,518",8,t028,BMW Championship,2020,weekly
25,51,Maverick McNealy,4,314.4,"2,515",8,t028,BMW Championship,2020,weekly
26,44,Patrick Reed,4,313.4,"2,507",8,t028,BMW Championship,2020,weekly
27,36,Adam Scott,4,313.1,"2,505",8,t028,BMW Championship,2020,weekly
28,T54,Tyler Duncan,4,313,"2,504",8,t028,BMW Championship,2020,weekly
29,7,Matthew Wolff,4,312.9,"2,503",8,t028,BMW Championship,2020,weekly
30,,Collin Morikawa,4,312.6,"2,501",8,t028,BMW Championship,2020,weekly
31,37,Ryan Palmer,4,312.1,"2,497",8,t028,BMW Championship,2020,weekly
T32,,Billy Horschel,4,312,"2,496",8,t028,BMW Championship,2020,weekly
T32,39,Robby Shelton,4,312,"2,496",8,t028,BMW Championship,2020,weekly
T34,38,Harry Higgs,4,311.6,"2,493",8,t028,BMW Championship,2020,weekly
T34,,Gary Woodland,4,311.6,"2,493",8,t028,BMW Championship,2020,weekly
T36,T33,Tiger Woods,4,310.1,"2,481",8,t028,BMW Championship,2020,weekly
T36,3,Bubba Watson,4,310.1,"2,481",8,t028,BMW Championship,2020,weekly
38,,Jason Day,4,309.6,"2,477",8,t028,BMW Championship,2020,weekly
39,19,Sebastián Muñoz,4,309.4,"2,475",8,t028,BMW Championship,2020,weekly
T40,63,Lanto Griffin,4,308.8,"2,470",8,t028,BMW Championship,2020,weekly
T40,69,Brendon Todd,4,308.8,"2,470",8,t028,BMW Championship,2020,weekly
42,T24,Viktor Hovland,4,308.5,"2,468",8,t028,BMW Championship,2020,weekly
43,62,Brian Harman,4,307.8,"2,462",8,t028,BMW Championship,2020,weekly
T44,60,Andrew Landry,4,307.6,"2,461",8,t028,BMW Championship,2020,weekly
T44,T54,Richy Werenski,4,307.6,"2,461",8,t028,BMW Championship,2020,weekly
T46,,Tom Hoge,4,307.3,"2,458",8,t028,BMW Championship,2020,weekly
T46,,Nick Taylor,4,307.3,"2,458",8,t028,BMW Championship,2020,weekly
T48,,Dylan Frittelli,4,306,"2,448",8,t028,BMW Championship,2020,weekly
T48,,Michael Thompson,4,306,"2,448",8,t028,BMW Championship,2020,weekly
T50,,Adam Hadwin,4,305.4,"2,443",8,t028,BMW Championship,2020,weekly
T50,T45,Mackenzie Hughes,4,305.4,"2,443",8,t028,BMW Championship,2020,weekly
52,56,Adam Long,4,304.3,"2,434",8,t028,BMW Championship,2020,weekly
T53,12,Tyrrell Hatton,4,303.5,"2,428",8,t028,BMW Championship,2020,weekly
T53,,Matt Fitzpatrick,4,303.5,"2,428",8,t028,BMW Championship,2020,weekly
55,58,Russell Henley,4,302.9,"2,423",8,t028,BMW Championship,2020,weekly
T56,,Joel Dahmen,4,302.6,"2,421",8,t028,BMW Championship,2020,weekly
T56,53,J.T. Poston,4,302.6,"2,421",8,t028,BMW Championship,2020,weekly
58,,Abraham Ancer,4,301.4,"2,411",8,t028,BMW Championship,2020,weekly
59,61,Kevin Kisner,4,299.3,"2,394",8,t028,BMW Championship,2020,weekly
60,,Sungjae Im,4,298.4,"2,387",8,t028,BMW Championship,2020,weekly
T61,68,Mark Hubbard,4,297.9,"2,383",8,t028,BMW Championship,2020,weekly
T61,40,Alex Noren,4,297.9,"2,383",8,t028,BMW Championship,2020,weekly
63,T31,Danny Lee,4,293,"2,344",8,t028,BMW Championship,2020,weekly
64,64,Kevin Na,4,292.3,"2,338",8,t028,BMW Championship,2020,weekly
65,,Jim Herman,4,291.8,"2,334",8,t028,BMW Championship,2020,weekly
66,T24,Charles Howell III,4,291.3,"2,330",8,t028,BMW Championship,2020,weekly
67,66,Matt Kuchar,4,290.4,"2,323",8,t028,BMW Championship,2020,weekly
68,,Marc Leishman,4,280.1,"2,241",8,t028,BMW Championship,2020,weekly
69,47,Kevin Streelman,4,279.5,"2,236",8,t028,BMW Championship,2020,weekly
1,,Jon Rahm,4,321.4,"2,571",8,t027,THE NORTHERN TRUST,2020,weekly
2,,Dustin Johnson,4,320.3,"2,562",8,t027,THE NORTHERN TRUST,2020,weekly
3,,Bubba Watson,4,317.3,"2,538",8,t027,THE NORTHERN TRUST,2020,weekly
4,T4,Jason Kokrak,4,316.8,"2,534",8,t027,THE NORTHERN TRUST,2020,weekly
5,T4,Paul Casey,4,316.6,"2,533",8,t027,THE NORTHERN TRUST,2020,weekly
6,,Justin Thomas,4,316.1,"2,529",8,t027,THE NORTHERN TRUST,2020,weekly
7,,Matthew Wolff,4,315.1,"2,521",8,t027,THE NORTHERN TRUST,2020,weekly
8,,Wyndham Clark,4,313.6,"2,509",8,t027,THE NORTHERN TRUST,2020,weekly
9,7,Tommy Fleetwood,4,313.3,"2,506",8,t027,THE NORTHERN TRUST,2020,weekly
10,T11,Patrick Rodgers,4,312.6,"2,501",8,t027,THE NORTHERN TRUST,2020,weekly
11,40,Cam Davis,4,311.4,"2,491",8,t027,THE NORTHERN TRUST,2020,weekly
12,,Tyrrell Hatton,4,311.3,"2,490",8,t027,THE NORTHERN TRUST,2020,weekly
13,,Justin Rose,4,310.8,"2,486",8,t027,THE NORTHERN TRUST,2020,weekly
14,,Scottie Scheffler,4,308.6,"2,469",8,t027,THE NORTHERN TRUST,2020,weekly
15,,Rory McIlroy,4,308.1,"2,465",8,t027,THE NORTHERN TRUST,2020,weekly
16,,Beau Hossler,4,307.6,"2,461",8,t027,THE NORTHERN TRUST,2020,weekly
17,,Scott Harrington,4,307.5,"2,460",8,t027,THE NORTHERN TRUST,2020,weekly
18,,Hideki Matsuyama,4,307.3,"2,458",8,t027,THE NORTHERN TRUST,2020,weekly
19,T48,Sebastián Muñoz,4,307,"2,456",8,t027,THE NORTHERN TRUST,2020,weekly
20,,Louis Oosthuizen,4,306.5,"2,452",8,t027,THE NORTHERN TRUST,2020,weekly
21,,Keith Mitchell,4,306,"2,448",8,t027,THE NORTHERN TRUST,2020,weekly
22,38,Harris English,4,305.6,"2,445",8,t027,THE NORTHERN TRUST,2020,weekly
23,,Corey Conners,4,305.5,"2,444",8,t027,THE NORTHERN TRUST,2020,weekly
T24,,Viktor Hovland,4,304.4,"2,435",8,t027,THE NORTHERN TRUST,2020,weekly
T24,,Charles Howell III,4,304.4,"2,435",8,t027,THE NORTHERN TRUST,2020,weekly
26,,Brendan Steele,4,303.8,"2,430",8,t027,THE NORTHERN TRUST,2020,weekly
27,,Charley Hoffman,4,303,"2,424",8,t027,THE NORTHERN TRUST,2020,weekly
T28,,Emiliano Grillo,4,302.9,"2,423",8,t027,THE NORTHERN TRUST,2020,weekly
T28,T16,Adam Schenk,4,302.9,"2,423",8,t027,THE NORTHERN TRUST,2020,weekly
30,,Cameron Tringale,4,302.6,"2,421",8,t027,THE NORTHERN TRUST,2020,weekly
T31,,Danny Lee,4,302.1,"2,417",8,t027,THE NORTHERN TRUST,2020,weekly
T31,,Daniel Berger,4,302.1,"2,417",8,t027,THE NORTHERN TRUST,2020,weekly
T33,,Xander Schauffele,4,302,"2,416",8,t027,THE NORTHERN TRUST,2020,weekly
T33,,Tiger Woods,4,302,"2,416",8,t027,THE NORTHERN TRUST,2020,weekly
T33,65,Matt Jones,4,302,"2,416",8,t027,THE NORTHERN TRUST,2020,weekly
36,,Adam Scott,4,301.6,"2,413",8,t027,THE NORTHERN TRUST,2020,weekly
37,,Ryan Palmer,4,301.3,"2,410",8,t027,THE NORTHERN TRUST,2020,weekly
38,,Harry Higgs,4,301.1,"2,409",8,t027,THE NORTHERN TRUST,2020,weekly
39,,Robby Shelton,4,300.9,"2,407",8,t027,THE NORTHERN TRUST,2020,weekly
40,,Alex Noren,4,300.6,"2,405",8,t027,THE NORTHERN TRUST,2020,weekly
T41,T16,Talor Gooch,4,300.3,"2,402",8,t027,THE NORTHERN TRUST,2020,weekly
T41,,Keegan Bradley,4,300.3,"2,402",8,t027,THE NORTHERN TRUST,2020,weekly
T41,,Cameron Smith,4,300.3,"2,402",8,t027,THE NORTHERN TRUST,2020,weekly
44,14,Patrick Reed,4,300.1,"2,401",8,t027,THE NORTHERN TRUST,2020,weekly
T45,36,Webb Simpson,4,299.8,"2,398",8,t027,THE NORTHERN TRUST,2020,weekly
T45,,Mackenzie Hughes,4,299.8,"2,398",8,t027,THE NORTHERN TRUST,2020,weekly
47,,Kevin Streelman,4,297.3,"2,378",8,t027,THE NORTHERN TRUST,2020,weekly
48,13,Si Woo Kim,4,296.8,"2,374",8,t027,THE NORTHERN TRUST,2020,weekly
49,58,Scott Piercy,4,296.6,"2,373",8,t027,THE NORTHERN TRUST,2020,weekly
50,,Ian Poulter,4,296.3,"2,370",8,t027,THE NORTHERN TRUST,2020,weekly
51,,Maverick McNealy,4,295.9,"2,367",8,t027,THE NORTHERN TRUST,2020,weekly
52,,K.H. Lee,4,295.6,"2,365",8,t027,THE NORTHERN TRUST,2020,weekly
53,,J.T. Poston,4,295.4,"2,363",8,t027,THE NORTHERN TRUST,2020,weekly
T54,39,Tyler Duncan,4,295.1,"2,361",8,t027,THE NORTHERN TRUST,2020,weekly
T54,,Richy Werenski,4,295.1,"2,361",8,t027,THE NORTHERN TRUST,2020,weekly
56,T25,Adam Long,4,294.9,"2,359",8,t027,THE NORTHERN TRUST,2020,weekly
57,,Rickie Fowler,4,294.8,"2,358",8,t027,THE NORTHERN TRUST,2020,weekly
58,64,Russell Henley,4,294.5,"2,356",8,t027,THE NORTHERN TRUST,2020,weekly
59,18,Denny McCarthy,4,293.4,"2,347",8,t027,THE NORTHERN TRUST,2020,weekly
60,57,Andrew Landry,4,293,"2,344",8,t027,THE NORTHERN TRUST,2020,weekly
61,59,Kevin Kisner,4,292.6,"2,341",8,t027,THE NORTHERN TRUST,2020,weekly
62,45,Brian Harman,4,291.3,"2,330",8,t027,THE NORTHERN TRUST,2020,weekly
63,,Lanto Griffin,4,290.6,"2,325",8,t027,THE NORTHERN TRUST,2020,weekly
64,,Kevin Na,4,288.5,"2,308",8,t027,THE NORTHERN TRUST,2020,weekly
65,47,Troy Merritt,4,288.3,"2,306",8,t027,THE NORTHERN TRUST,2020,weekly
66,,Matt Kuchar,4,287.4,"2,299",8,t027,THE NORTHERN TRUST,2020,weekly
67,60,Zach Johnson,4,285.9,"2,287",8,t027,THE NORTHERN TRUST,2020,weekly
68,T71,Mark Hubbard,4,285.5,"2,284",8,t027,THE NORTHERN TRUST,2020,weekly
69,,Brendon Todd,4,284.3,"2,274",8,t027,THE NORTHERN TRUST,2020,weekly
70,,Chez Reavie,4,282,"2,256",8,t027,THE NORTHERN TRUST,2020,weekly
1,,Sam Burns,4,323.4,"2,587",8,t013,Wyndham Championship,2020,weekly
2,,Ryan Brehm,4,321.6,"2,573",8,t013,Wyndham Championship,2020,weekly
3,,Will Gordon,4,319.1,"2,553",8,t013,Wyndham Championship,2020,weekly
T4,,Jason Kokrak,4,316.8,"2,534",8,t013,Wyndham Championship,2020,weekly
T4,T24,Paul Casey,4,316.8,"2,534",8,t013,Wyndham Championship,2020,weekly
6,16,Luke List,4,315.8,"2,526",8,t013,Wyndham Championship,2020,weekly
7,5,Tommy Fleetwood,4,315.6,"2,525",8,t013,Wyndham Championship,2020,weekly
8,,Kris Ventura,4,315.1,"2,521",8,t013,Wyndham Championship,2020,weekly
9,,Sergio Garcia,4,315,"2,520",8,t013,Wyndham Championship,2020,weekly
10,T49,Shane Lowry,4,312.5,"2,500",8,t013,Wyndham Championship,2020,weekly
T11,,Chesson Hadley,4,311.3,"2,490",8,t013,Wyndham Championship,2020,weekly
T11,,Patrick Rodgers,4,311.3,"2,490",8,t013,Wyndham Championship,2020,weekly
13,T49,Si Woo Kim,4,310.6,"2,485",8,t013,Wyndham Championship,2020,weekly
14,78,Patrick Reed,4,310.4,"2,483",8,t013,Wyndham Championship,2020,weekly
15,,Joaquin Niemann,4,309.8,"2,478",8,t013,Wyndham Championship,2020,weekly
T16,,Talor Gooch,4,309,"2,472",8,t013,Wyndham Championship,2020,weekly
T16,,Adam Schenk,4,309,"2,472",8,t013,Wyndham Championship,2020,weekly
18,T42,Denny McCarthy,4,308.5,"2,468",8,t013,Wyndham Championship,2020,weekly
19,,Vincent Whaley,4,307.5,"2,460",8,t013,Wyndham Championship,2020,weekly
20,54,Harold Varner III,4,306.6,"2,453",8,t013,Wyndham Championship,2020,weekly
T21,T34,Doc Redman,4,306.5,"2,452",8,t013,Wyndham Championship,2020,weekly
T21,63,Billy Horschel,4,306.5,"2,452",8,t013,Wyndham Championship,2020,weekly
23,,Michael Gligic,4,305.8,"2,446",8,t013,Wyndham Championship,2020,weekly
24,,Sungjae Im,4,305.5,"2,444",8,t013,Wyndham Championship,2020,weekly
T25,,Tom Lewis,4,305,"2,440",8,t013,Wyndham Championship,2020,weekly
T25,59,Adam Long,4,305,"2,440",8,t013,Wyndham Championship,2020,weekly
T27,23,Jordan Spieth,4,304.3,"2,434",8,t013,Wyndham Championship,2020,weekly
T27,,Patton Kizzire,4,304.3,"2,434",8,t013,Wyndham Championship,2020,weekly
29,,Hank Lebioda,4,303.1,"2,425",8,t013,Wyndham Championship,2020,weekly
30,,Russell Knox,4,302.6,"2,421",8,t013,Wyndham Championship,2020,weekly
31,46,Tom Hoge,4,302.3,"2,418",8,t013,Wyndham Championship,2020,weekly
T32,,Ben Martin,4,301.9,"2,415",8,t013,Wyndham Championship,2020,weekly
T32,,Wesley Bryan,4,301.9,"2,415",8,t013,Wyndham Championship,2020,weekly
T32,,Seamus Power,4,301.9,"2,415",8,t013,Wyndham Championship,2020,weekly
35,,Rafa Cabrera Bello,4,301.8,"2,414",8,t013,Wyndham Championship,2020,weekly
36,69,Webb Simpson,4,301.3,"2,410",8,t013,Wyndham Championship,2020,weekly
37,,Matthias Schwab,4,300.9,"2,407",8,t013,Wyndham Championship,2020,weekly
38,20,Harris English,4,300.8,"2,406",8,t013,Wyndham Championship,2020,weekly
39,,Tyler Duncan,4,300.3,"2,402",8,t013,Wyndham Championship,2020,weekly
40,,Cam Davis,4,300.1,"2,401",8,t013,Wyndham Championship,2020,weekly
41,,Roger Sloan,4,299.9,"2,399",8,t013,Wyndham Championship,2020,weekly
T42,64,Bud Cauley,4,299.8,"2,398",8,t013,Wyndham Championship,2020,weekly
T42,,Jason Dufner,4,299.8,"2,398",8,t013,Wyndham Championship,2020,weekly
44,70,Brandt Snedeker,4,299.6,"2,397",8,t013,Wyndham Championship,2020,weekly
45,73,Brian Harman,4,299.4,"2,395",8,t013,Wyndham Championship,2020,weekly
46,48,Dylan Frittelli,4,299.3,"2,394",8,t013,Wyndham Championship,2020,weekly
47,,Troy Merritt,4,299.1,"2,393",8,t013,Wyndham Championship,2020,weekly
T48,,Austin Cook,4,298.6,"2,389",8,t013,Wyndham Championship,2020,weekly
T48,,Sebastián Muñoz,4,298.6,"2,389",8,t013,Wyndham Championship,2020,weekly
T48,,Kramer Hickok,4,298.6,"2,389",8,t013,Wyndham Championship,2020,weekly
T51,,Bo Hoag,4,298.3,"2,386",8,t013,Wyndham Championship,2020,weekly
T51,71,Jim Herman,4,298.3,"2,386",8,t013,Wyndham Championship,2020,weekly
53,,Scott Brown,4,297.9,"2,383",8,t013,Wyndham Championship,2020,weekly
54,,Rob Oppenheim,4,297.8,"2,382",8,t013,Wyndham Championship,2020,weekly
55,,Peter Malnati,4,297.5,"2,380",8,t013,Wyndham Championship,2020,weekly
56,72,Nate Lashley,4,297.3,"2,378",8,t013,Wyndham Championship,2020,weekly
57,,Andrew Landry,4,297.1,"2,377",8,t013,Wyndham Championship,2020,weekly
58,,Scott Piercy,4,297,"2,376",8,t013,Wyndham Championship,2020,weekly
59,61,Kevin Kisner,4,296.4,"2,371",8,t013,Wyndham Championship,2020,weekly
60,,Zach Johnson,4,296.3,"2,370",8,t013,Wyndham Championship,2020,weekly
61,,Chris Baker,4,295.4,"2,363",8,t013,Wyndham Championship,2020,weekly
T62,,Scott Stallings,4,295.1,"2,361",8,t013,Wyndham Championship,2020,weekly
T62,,Chris Kirk,4,295.1,"2,361",8,t013,Wyndham Championship,2020,weekly
64,65,Russell Henley,4,294.1,"2,353",8,t013,Wyndham Championship,2020,weekly
65,,Matt Jones,4,293.8,"2,350",8,t013,Wyndham Championship,2020,weekly
66,,Matt Every,4,293.3,"2,346",8,t013,Wyndham Championship,2020,weekly
67,,C.T. Pan,4,293,"2,344",8,t013,Wyndham Championship,2020,weekly
T68,,Henrik Norlander,4,292.5,"2,340",8,t013,Wyndham Championship,2020,weekly
T68,,Matthew NeSmith,4,292.5,"2,340",8,t013,Wyndham Championship,2020,weekly
70,,Brinson Paolini,4,292.1,"2,337",8,t013,Wyndham Championship,2020,weekly
T71,79,Mark Hubbard,4,291.8,"2,334",8,t013,Wyndham Championship,2020,weekly
T71,,Brian Stuard,4,291.8,"2,334",8,t013,Wyndham Championship,2020,weekly
73,,Christiaan Bezuidenhout,4,291.5,"2,332",8,t013,Wyndham Championship,2020,weekly
74,,Peter Uihlein,4,291.4,"2,331",8,t013,Wyndham Championship,2020,weekly
75,,Josh Teater,4,291.1,"2,329",8,t013,Wyndham Championship,2020,weekly
76,,Davis Love III,4,290.3,"2,322",8,t013,Wyndham Championship,2020,weekly
77,,Ryan Armour,4,289.6,"2,317",8,t013,Wyndham Championship,2020,weekly
1,2,Cameron Champ,4,321.1,"2,569",8,t033,PGA Championship,2020,weekly
2,1,Bryson DeChambeau,4,318.1,"2,545",8,t033,PGA Championship,2020,weekly
3,7,Rory McIlroy,4,312.5,"2,500",8,t033,PGA Championship,2020,weekly
4,,Sepp Straka,4,305.8,"2,446",8,t033,PGA Championship,2020,weekly
5,23,Tommy Fleetwood,4,305.5,"2,444",8,t033,PGA Championship,2020,weekly
6,T4,Tony Finau,4,305.3,"2,442",8,t033,PGA Championship,2020,weekly
7,6,Dustin Johnson,4,305,"2,440",8,t033,PGA Championship,2020,weekly
8,44,Victor Perez,4,304.4,"2,435",8,t033,PGA Championship,2020,weekly
9,15,Haotong Li,4,304.1,"2,433",8,t033,PGA Championship,2020,weekly
10,,Tiger Woods,4,304,"2,432",8,t033,PGA Championship,2020,weekly
11,19,Matthew Wolff,4,303.8,"2,430",8,t033,PGA Championship,2020,weekly
12,,Kurt Kitayama,4,302.9,"2,423",8,t033,PGA Championship,2020,weekly
13,21,Xander Schauffele,4,302.3,"2,418",8,t033,PGA Championship,2020,weekly
14,10,Jon Rahm,4,301.9,"2,415",8,t033,PGA Championship,2020,weekly
15,45,Justin Thomas,4,300.3,"2,402",8,t033,PGA Championship,2020,weekly
16,,Luke List,4,299.6,"2,397",8,t033,PGA Championship,2020,weekly
17,T46,Ryan Palmer,4,299.5,"2,396",8,t033,PGA Championship,2020,weekly
18,,Adam Scott,4,299.1,"2,393",8,t033,PGA Championship,2020,weekly
19,,Keith Mitchell,4,297.4,"2,379",8,t033,PGA Championship,2020,weekly
20,,Harris English,4,297.1,"2,377",8,t033,PGA Championship,2020,weekly
21,16,Robert MacIntyre,4,296.8,"2,374",8,t033,PGA Championship,2020,weekly
22,53,Bernd Wiesberger,4,296,"2,368",8,t033,PGA Championship,2020,weekly
23,39,Jordan Spieth,4,295.9,"2,367",8,t033,PGA Championship,2020,weekly
T24,3,Brooks Koepka,4,295.8,"2,366",8,t033,PGA Championship,2020,weekly
T24,T30,Paul Casey,4,295.8,"2,366",8,t033,PGA Championship,2020,weekly
26,T61,Abraham Ancer,4,295.6,"2,365",8,t033,PGA Championship,2020,weekly
T27,T25,Patrick Cantlay,4,295.3,"2,362",8,t033,PGA Championship,2020,weekly
T27,22,Erik van Rooyen,4,295.3,"2,362",8,t033,PGA Championship,2020,weekly
29,34,Jason Day,4,295,"2,360",8,t033,PGA Championship,2020,weekly
30,,Justin Rose,4,294.4,"2,355",8,t033,PGA Championship,2020,weekly
31,T25,Phil Mickelson,4,293.1,"2,345",8,t033,PGA Championship,2020,weekly
32,18,Gary Woodland,4,293,"2,344",8,t033,PGA Championship,2020,weekly
33,27,Sung Kang,4,292.9,"2,343",8,t033,PGA Championship,2020,weekly
T34,52,Daniel Berger,4,291.9,"2,335",8,t033,PGA Championship,2020,weekly
T34,,Doc Redman,4,291.9,"2,335",8,t033,PGA Championship,2020,weekly
36,T46,J.T. Poston,4,291.6,"2,333",8,t033,PGA Championship,2020,weekly
37,28,Scottie Scheffler,4,291.5,"2,332",8,t033,PGA Championship,2020,weekly
T38,,Brendan Steele,4,291,"2,328",8,t033,PGA Championship,2020,weekly
T38,,Danny Lee,4,291,"2,328",8,t033,PGA Championship,2020,weekly
T40,59,Kevin Streelman,4,290.5,"2,324",8,t033,PGA Championship,2020,weekly
T40,T35,Collin Morikawa,4,290.5,"2,324",8,t033,PGA Championship,2020,weekly
T42,,Denny McCarthy,4,290.1,"2,321",8,t033,PGA Championship,2020,weekly
T42,T4,Bubba Watson,4,290.1,"2,321",8,t033,PGA Championship,2020,weekly
44,T56,Joel Dahmen,4,289.5,"2,316",8,t033,PGA Championship,2020,weekly
45,,Alex Noren,4,289,"2,312",8,t033,PGA Championship,2020,weekly
46,,Tom Hoge,4,288.8,"2,310",8,t033,PGA Championship,2020,weekly
47,,Lanto Griffin,4,288.6,"2,309",8,t033,PGA Championship,2020,weekly
48,,Dylan Frittelli,4,287.8,"2,302",8,t033,PGA Championship,2020,weekly
T49,,Michael Lorenzo-Vera,4,287.6,"2,301",8,t033,PGA Championship,2020,weekly
T49,14,Shane Lowry,4,287.6,"2,301",8,t033,PGA Championship,2020,weekly
T49,,Si Woo Kim,4,287.6,"2,301",8,t033,PGA Championship,2020,weekly
52,,Emiliano Grillo,4,287.4,"2,299",8,t033,PGA Championship,2020,weekly
53,20,Mackenzie Hughes,4,287.3,"2,298",8,t033,PGA Championship,2020,weekly
54,,Harold Varner III,4,286.8,"2,294",8,t033,PGA Championship,2020,weekly
T55,37,Byeong Hun An,4,286.6,"2,293",8,t033,PGA Championship,2020,weekly
T55,29,Matt Wallace,4,286.6,"2,293",8,t033,PGA Championship,2020,weekly
57,54,Cameron Smith,4,286.3,"2,290",8,t033,PGA Championship,2020,weekly
58,,Joost Luiten,4,286,"2,288",8,t033,PGA Championship,2020,weekly
59,,Adam Long,4,285.4,"2,283",8,t033,PGA Championship,2020,weekly
60,24,Hideki Matsuyama,4,285.3,"2,282",8,t033,PGA Championship,2020,weekly
61,66,Kevin Kisner,4,285.1,"2,281",8,t033,PGA Championship,2020,weekly
62,T30,Louis Oosthuizen,4,284.6,"2,277",8,t033,PGA Championship,2020,weekly
63,43,Billy Horschel,4,284.4,"2,275",8,t033,PGA Championship,2020,weekly
64,,Bud Cauley,4,284,"2,272",8,t033,PGA Championship,2020,weekly
65,,Russell Henley,4,283.5,"2,268",8,t033,PGA Championship,2020,weekly
66,60,Adam Hadwin,4,282.9,"2,263",8,t033,PGA Championship,2020,weekly
67,67,Ian Poulter,4,282.1,"2,257",8,t033,PGA Championship,2020,weekly
68,58,Viktor Hovland,4,281.9,"2,255",8,t033,PGA Championship,2020,weekly
69,42,Webb Simpson,4,281.1,"2,249",8,t033,PGA Championship,2020,weekly
70,69,Brandt Snedeker,4,280.9,"2,247",8,t033,PGA Championship,2020,weekly
