rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
21,,Abraham Ancer,4,302.4,"2,419",8,t007,The Genesis Invitational,2020,weekly
T22,19,Max Homa,4,302.3,"2,418",8,t007,The Genesis Invitational,2020,weekly
T22,,K.H. Lee,4,302.3,"2,418",8,t007,The Genesis Invitational,2020,weekly
24,,Brian Harman,4,300.8,"2,406",8,t007,The Genesis Invitational,2020,weekly
25,5,Paul Casey,4,300.6,"2,405",8,t007,The Genesis Invitational,2020,weekly
26,,Ryan Palmer,4,300.4,"2,403",8,t007,The Genesis Invitational,2020,weekly
T27,,Luke List,4,300.3,"2,402",8,t007,The Genesis Invitational,2020,weekly
T27,,Carlos Ortiz,4,300.3,"2,402",8,t007,The Genesis Invitational,2020,weekly
29,23,Cameron Tringale,4,299.1,"2,393",8,t007,The Genesis Invitational,2020,weekly
30,,Harold Varner III,4,298.8,"2,390",8,t007,The Genesis Invitational,2020,weekly
T31,,Sebastián Muñoz,4,298.6,"2,389",8,t007,The Genesis Invitational,2020,weekly
T31,,Sergio Garcia,4,298.6,"2,389",8,t007,The Genesis Invitational,2020,weekly
33,,Tony Finau,4,298.4,"2,387",8,t007,The Genesis Invitational,2020,weekly
34,,James Hahn,4,297.1,"2,377",8,t007,The Genesis Invitational,2020,weekly
35,,Justin Rose,4,296.9,"2,375",8,t007,The Genesis Invitational,2020,weekly
36,,Pat Perez,4,296.6,"2,373",8,t007,The Genesis Invitational,2020,weekly
37,,Si Woo Kim,4,296.5,"2,372",8,t007,The Genesis Invitational,2020,weekly
T38,,J.J. Spaun,4,296,"2,368",8,t007,The Genesis Invitational,2020,weekly
T38,,Charles Howell III,4,296,"2,368",8,t007,The Genesis Invitational,2020,weekly
T40,,Patrick Reed,4,295.5,"2,364",8,t007,The Genesis Invitational,2020,weekly
T40,45,Adam Schenk,4,295.5,"2,364",8,t007,The Genesis Invitational,2020,weekly
42,,Collin Morikawa,4,294.8,"2,358",8,t007,The Genesis Invitational,2020,weekly
43,T34,Joel Dahmen,4,291.6,"2,333",8,t007,The Genesis Invitational,2020,weekly
44,,Denny McCarthy,4,289.9,"2,319",8,t007,The Genesis Invitational,2020,weekly
45,,Adam Hadwin,4,289.4,"2,315",8,t007,The Genesis Invitational,2020,weekly
46,,Steve Stricker,4,287.8,"2,302",8,t007,The Genesis Invitational,2020,weekly
T47,,Kyle Stanley,4,287.6,"2,301",8,t007,The Genesis Invitational,2020,weekly
T47,T42,Matt Fitzpatrick,4,287.6,"2,301",8,t007,The Genesis Invitational,2020,weekly
T49,27,Jordan Spieth,4,287.4,"2,299",8,t007,The Genesis Invitational,2020,weekly
T49,6,Scott Piercy,4,287.4,"2,299",8,t007,The Genesis Invitational,2020,weekly
51,,Tiger Woods,4,284.9,"2,279",8,t007,The Genesis Invitational,2020,weekly
52,T14,Patrick Cantlay,4,284.5,"2,276",8,t007,The Genesis Invitational,2020,weekly
53,,Bud Cauley,4,284,"2,272",8,t007,The Genesis Invitational,2020,weekly
54,,Tyler Duncan,4,283.9,"2,271",8,t007,The Genesis Invitational,2020,weekly
55,,Russell Henley,4,283.3,"2,266",8,t007,The Genesis Invitational,2020,weekly
56,,Andrew Landry,4,282.5,"2,260",8,t007,The Genesis Invitational,2020,weekly
57,,Rory Sabbatini,4,282.4,"2,259",8,t007,The Genesis Invitational,2020,weekly
T58,63,Jason Dufner,4,282.3,"2,258",8,t007,The Genesis Invitational,2020,weekly
T58,,Vaughn Taylor,4,282.3,"2,258",8,t007,The Genesis Invitational,2020,weekly
60,,Scott Brown,4,282.1,"2,257",8,t007,The Genesis Invitational,2020,weekly
61,37,Alex Noren,4,280.6,"2,245",8,t007,The Genesis Invitational,2020,weekly
62,,Rafa Cabrera Bello,4,280.4,"2,243",8,t007,The Genesis Invitational,2020,weekly
63,66,Chez Reavie,4,280.1,"2,241",8,t007,The Genesis Invitational,2020,weekly
64,,Brian Stuard,4,278.4,"2,227",8,t007,The Genesis Invitational,2020,weekly
65,44,Matt Kuchar,4,276.8,"2,214",8,t007,The Genesis Invitational,2020,weekly
66,,Ryan Moore,4,276.1,"2,209",8,t007,The Genesis Invitational,2020,weekly
67,,Brendon Todd,4,274.6,"2,197",8,t007,The Genesis Invitational,2020,weekly
68,,J.T. Poston,4,265.9,"2,127",8,t007,The Genesis Invitational,2020,weekly
1,,Seamus Power,4,308.4,"2,467",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
2,,Ryan Brehm,4,308.3,"2,466",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
3,,Kurt Kitayama,4,306.6,"2,453",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
4,,Vincent Whaley,4,306,"2,448",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
5,,Paul Casey,4,304.9,"2,439",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
6,23,Scott Piercy,4,304.4,"2,435",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
7,,Lucas Glover,4,303,"2,424",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
8,,Stewart Cink,4,302.5,"2,420",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
9,,Jason Day,4,302.3,"2,418",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
10,,Cameron Champ,4,302.1,"2,417",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
11,,Charl Schwartzel,4,301.9,"2,415",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
12,,Viktor Hovland,4,301.5,"2,412",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
13,,Tyler McCumber,4,301.4,"2,411",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T14,,Joseph Bramlett,4,301,"2,408",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T14,,Patrick Cantlay,4,301,"2,408",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
16,,Wes Roach,4,300.6,"2,405",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
17,,Matthew NeSmith,4,300.5,"2,404",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
18,,Dustin Johnson,4,300.4,"2,403",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
19,31,Max Homa,4,300,"2,400",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
20,1,J.B. Holmes,4,298.9,"2,391",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
21,,John Senden,4,298.6,"2,389",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
22,,Sean O'Hair,4,298.3,"2,386",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
23,,Cameron Tringale,4,298,"2,384",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
24,7,Wyndham Clark,4,297.8,"2,382",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
25,,Phil Mickelson,4,296.8,"2,374",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
26,14,Daniel Berger,4,296.1,"2,369",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
27,,Jordan Spieth,4,296,"2,368",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
28,,Aaron Wise,4,295.8,"2,366",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T29,,Michael Gligic,4,295.1,"2,361",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T29,,Cam Davis,4,295.1,"2,361",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
31,10,Beau Hossler,4,294.9,"2,359",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T32,54,Chesson Hadley,4,294.6,"2,357",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T32,4,Keith Mitchell,4,294.6,"2,357",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T34,,Joel Dahmen,4,293.9,"2,351",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T34,,Matt Every,4,293.9,"2,351",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
36,,Tim Wilkinson,4,293.1,"2,345",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
37,,Alex Noren,4,292.9,"2,343",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
38,,Peter Malnati,4,292.8,"2,342",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
39,56,Nick Taylor,4,292.5,"2,340",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T40,,Henrik Norlander,4,288.9,"2,311",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T40,,Troy Merritt,4,288.9,"2,311",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T42,,Matt Fitzpatrick,4,288.8,"2,310",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T42,45,Doc Redman,4,288.8,"2,310",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
44,55,Matt Kuchar,4,288.6,"2,309",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
45,,Adam Schenk,4,288.5,"2,308",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
46,,Jim Herman,4,288.1,"2,305",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T47,,Kevin Streelman,4,286.6,"2,293",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
T47,22,Harry Higgs,4,286.6,"2,293",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
49,,Zac Blair,4,286.4,"2,291",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
50,,Kevin Na,4,285.9,"2,287",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
51,,Brandon Wu,4,285.6,"2,285",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
52,,Rob Oppenheim,4,285,"2,280",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
53,33,Xinjun Zhang,4,284.8,"2,278",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
54,,Chase Seiffert,4,284.6,"2,277",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
55,,Matt Jones,4,284.5,"2,276",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
56,,Maverick McNealy,4,283.9,"2,271",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
57,T38,Tom Hoge,4,283,"2,264",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
58,,Chris Baker,4,282.8,"2,262",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
59,,Brian Gay,4,280.4,"2,243",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
60,,Lanto Griffin,4,279.9,"2,239",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
61,,Kevin Chappell,4,279.8,"2,238",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
62,,Luke Donald,4,279.5,"2,236",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
63,,Jason Dufner,4,279.1,"2,233",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
64,64,Aaron Baddeley,4,279,"2,232",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
65,,Kevin Kisner,4,277,"2,216",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
66,,Chez Reavie,4,276.4,"2,211",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
67,,Ben Martin,4,275.9,"2,207",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
68,,Alex Cejka,4,271.8,"2,174",8,t005,AT&T Pebble Beach Pro-Am,2020,weekly
1,T18,J.B. Holmes,4,327.8,"2,622",8,t003,Waste Management Phoenix Open,2020,weekly
2,7,Patrick Rodgers,4,324.8,"2,598",8,t003,Waste Management Phoenix Open,2020,weekly
3,,Gary Woodland,4,323.8,"2,590",8,t003,Waste Management Phoenix Open,2020,weekly
4,,Keith Mitchell,4,323.6,"2,589",8,t003,Waste Management Phoenix Open,2020,weekly
5,23,Bubba Watson,4,322.1,"2,577",8,t003,Waste Management Phoenix Open,2020,weekly
6,,Brandon Hagy,4,321.1,"2,569",8,t003,Waste Management Phoenix Open,2020,weekly
7,,Wyndham Clark,4,320.8,"2,566",8,t003,Waste Management Phoenix Open,2020,weekly
8,,Xander Schauffele,4,319.4,"2,555",8,t003,Waste Management Phoenix Open,2020,weekly
9,21,Luke List,4,318.9,"2,551",8,t003,Waste Management Phoenix Open,2020,weekly
10,22,Beau Hossler,4,318.8,"2,550",8,t003,Waste Management Phoenix Open,2020,weekly
11,8,Kevin Tway,4,318.6,"2,549",8,t003,Waste Management Phoenix Open,2020,weekly
12,,Justin Thomas,4,316.6,"2,533",8,t003,Waste Management Phoenix Open,2020,weekly
13,T28,Byeong Hun An,4,316.3,"2,530",8,t003,Waste Management Phoenix Open,2020,weekly
14,,Daniel Berger,4,315.9,"2,527",8,t003,Waste Management Phoenix Open,2020,weekly
15,,Bryson DeChambeau,4,315.4,"2,523",8,t003,Waste Management Phoenix Open,2020,weekly
16,T36,Tony Finau,4,315.1,"2,521",8,t003,Waste Management Phoenix Open,2020,weekly
17,T5,Grayson Murray,4,314.3,"2,514",8,t003,Waste Management Phoenix Open,2020,weekly
18,49,Sungjae Im,4,313.6,"2,509",8,t003,Waste Management Phoenix Open,2020,weekly
19,T14,Jon Rahm,4,313.5,"2,508",8,t003,Waste Management Phoenix Open,2020,weekly
20,45,J.J. Spaun,4,313.1,"2,505",8,t003,Waste Management Phoenix Open,2020,weekly
21,13,Talor Gooch,4,313,"2,504",8,t003,Waste Management Phoenix Open,2020,weekly
22,24,Harry Higgs,4,312.6,"2,501",8,t003,Waste Management Phoenix Open,2020,weekly
23,,Scott Piercy,4,311.6,"2,493",8,t003,Waste Management Phoenix Open,2020,weekly
24,46,Harris English,4,311.3,"2,490",8,t003,Waste Management Phoenix Open,2020,weekly
25,25,Hideki Matsuyama,4,311.1,"2,489",8,t003,Waste Management Phoenix Open,2020,weekly
26,,Hudson Swafford,4,310.9,"2,487",8,t003,Waste Management Phoenix Open,2020,weekly
27,T18,Keegan Bradley,4,310.6,"2,485",8,t003,Waste Management Phoenix Open,2020,weekly
28,T32,Sung Kang,4,310.4,"2,483",8,t003,Waste Management Phoenix Open,2020,weekly
29,,Mark Hubbard,4,310,"2,480",8,t003,Waste Management Phoenix Open,2020,weekly
30,58,Billy Horschel,4,309.8,"2,478",8,t003,Waste Management Phoenix Open,2020,weekly
31,T30,Max Homa,4,309.6,"2,477",8,t003,Waste Management Phoenix Open,2020,weekly
32,,Corey Conners,4,309.3,"2,474",8,t003,Waste Management Phoenix Open,2020,weekly
33,T65,Xinjun Zhang,4,308.6,"2,469",8,t003,Waste Management Phoenix Open,2020,weekly
34,,James Hahn,4,308.5,"2,468",8,t003,Waste Management Phoenix Open,2020,weekly
35,T30,Russell Knox,4,308.3,"2,466",8,t003,Waste Management Phoenix Open,2020,weekly
36,T36,Collin Morikawa,4,308.1,"2,465",8,t003,Waste Management Phoenix Open,2020,weekly
37,,Brian Harman,4,307.9,"2,463",8,t003,Waste Management Phoenix Open,2020,weekly
T38,,Danny Lee,4,307.5,"2,460",8,t003,Waste Management Phoenix Open,2020,weekly
T38,61,Tom Hoge,4,307.5,"2,460",8,t003,Waste Management Phoenix Open,2020,weekly
T40,,Adam Long,4,307.3,"2,458",8,t003,Waste Management Phoenix Open,2020,weekly
T40,,J.T. Poston,4,307.3,"2,458",8,t003,Waste Management Phoenix Open,2020,weekly
T42,68,Jimmy Walker,4,307,"2,456",8,t003,Waste Management Phoenix Open,2020,weekly
T42,T53,Martin Laird,4,307,"2,456",8,t003,Waste Management Phoenix Open,2020,weekly
44,,Webb Simpson,4,306.9,"2,455",8,t003,Waste Management Phoenix Open,2020,weekly
45,50,Doc Redman,4,306.4,"2,451",8,t003,Waste Management Phoenix Open,2020,weekly
T46,,Sebastián Muñoz,4,305.9,"2,447",8,t003,Waste Management Phoenix Open,2020,weekly
T46,62,Dylan Frittelli,4,305.9,"2,447",8,t003,Waste Management Phoenix Open,2020,weekly
48,T36,Charley Hoffman,4,305.8,"2,446",8,t003,Waste Management Phoenix Open,2020,weekly
T49,,Sam Ryder,4,303.8,"2,430",8,t003,Waste Management Phoenix Open,2020,weekly
T49,,Rickie Fowler,4,303.8,"2,430",8,t003,Waste Management Phoenix Open,2020,weekly
51,,Patton Kizzire,4,303.5,"2,428",8,t003,Waste Management Phoenix Open,2020,weekly
52,,Adam Hadwin,4,303,"2,424",8,t003,Waste Management Phoenix Open,2020,weekly
53,,Carlos Ortiz,4,302.8,"2,422",8,t003,Waste Management Phoenix Open,2020,weekly
54,,Chesson Hadley,4,302,"2,416",8,t003,Waste Management Phoenix Open,2020,weekly
55,,Matt Kuchar,4,300.9,"2,407",8,t003,Waste Management Phoenix Open,2020,weekly
56,,Nick Taylor,4,300,"2,400",8,t003,Waste Management Phoenix Open,2020,weekly
57,,Branden Grace,4,299.1,"2,393",8,t003,Waste Management Phoenix Open,2020,weekly
58,48,Denny McCarthy,4,298.3,"2,386",8,t003,Waste Management Phoenix Open,2020,weekly
59,,Bud Cauley,4,298.1,"2,385",8,t003,Waste Management Phoenix Open,2020,weekly
60,,Brice Garnett,4,297.4,"2,379",8,t003,Waste Management Phoenix Open,2020,weekly
61,,Andrew Landry,4,296.3,"2,370",8,t003,Waste Management Phoenix Open,2020,weekly
62,67,John Huh,4,296,"2,368",8,t003,Waste Management Phoenix Open,2020,weekly
63,,Nate Lashley,4,295.6,"2,365",8,t003,Waste Management Phoenix Open,2020,weekly
64,72,Aaron Baddeley,4,294.9,"2,359",8,t003,Waste Management Phoenix Open,2020,weekly
65,,C.T. Pan,4,291.4,"2,331",8,t003,Waste Management Phoenix Open,2020,weekly
66,,K.J. Choi,4,284.9,"2,279",8,t003,Waste Management Phoenix Open,2020,weekly
1,1,Cameron Champ,4,322.9,"2,583",8,t004,Farmers Insurance Open,2020,weekly
2,6,Matthew Wolff,4,318,"2,544",8,t004,Farmers Insurance Open,2020,weekly
3,5,Ryan Brehm,4,313.4,"2,507",8,t004,Farmers Insurance Open,2020,weekly
4,,Rory McIlroy,4,312,"2,496",8,t004,Farmers Insurance Open,2020,weekly
T5,T3,Grayson Murray,4,310.4,"2,483",8,t004,Farmers Insurance Open,2020,weekly
T5,14,Tyler McCumber,4,310.4,"2,483",8,t004,Farmers Insurance Open,2020,weekly
7,10,Patrick Rodgers,4,310.1,"2,481",8,t004,Farmers Insurance Open,2020,weekly
8,,Kevin Tway,4,309.5,"2,476",8,t004,Farmers Insurance Open,2020,weekly
9,,Trey Mullinax,4,308.5,"2,468",8,t004,Farmers Insurance Open,2020,weekly
10,7,Jhonattan Vegas,4,306.8,"2,454",8,t004,Farmers Insurance Open,2020,weekly
11,,Joaquin Niemann,4,305.4,"2,443",8,t004,Farmers Insurance Open,2020,weekly
12,,Jason Day,4,304.4,"2,435",8,t004,Farmers Insurance Open,2020,weekly
13,38,Talor Gooch,4,303.8,"2,430",8,t004,Farmers Insurance Open,2020,weekly
T14,,Jon Rahm,4,303.5,"2,428",8,t004,Farmers Insurance Open,2020,weekly
T14,,Will Gordon,4,303.5,"2,428",8,t004,Farmers Insurance Open,2020,weekly
16,12,Sam Burns,4,303.1,"2,425",8,t004,Farmers Insurance Open,2020,weekly
17,,Joseph Bramlett,4,301.9,"2,415",8,t004,Farmers Insurance Open,2020,weekly
T18,,J.B. Holmes,4,301.5,"2,412",8,t004,Farmers Insurance Open,2020,weekly
T18,,Keegan Bradley,4,301.5,"2,412",8,t004,Farmers Insurance Open,2020,weekly
20,T3,Cam Davis,4,300.3,"2,402",8,t004,Farmers Insurance Open,2020,weekly
21,,Luke List,4,300.1,"2,401",8,t004,Farmers Insurance Open,2020,weekly
22,,Beau Hossler,4,299.4,"2,395",8,t004,Farmers Insurance Open,2020,weekly
23,,Bubba Watson,4,299.3,"2,394",8,t004,Farmers Insurance Open,2020,weekly
24,,Harry Higgs,4,298.6,"2,389",8,t004,Farmers Insurance Open,2020,weekly
25,,Hideki Matsuyama,4,298,"2,384",8,t004,Farmers Insurance Open,2020,weekly
26,,Tiger Woods,4,297.4,"2,379",8,t004,Farmers Insurance Open,2020,weekly
27,,Jason Kokrak,4,297.3,"2,378",8,t004,Farmers Insurance Open,2020,weekly
T28,,Byeong Hun An,4,297,"2,376",8,t004,Farmers Insurance Open,2020,weekly
T28,,Matt Jones,4,297,"2,376",8,t004,Farmers Insurance Open,2020,weekly
T30,T34,Russell Knox,4,296.9,"2,375",8,t004,Farmers Insurance Open,2020,weekly
T30,T36,Max Homa,4,296.9,"2,375",8,t004,Farmers Insurance Open,2020,weekly
T32,,Sung Kang,4,296.8,"2,374",8,t004,Farmers Insurance Open,2020,weekly
T32,,Ryan Palmer,4,296.8,"2,374",8,t004,Farmers Insurance Open,2020,weekly
T34,,Marc Leishman,4,295.9,"2,367",8,t004,Farmers Insurance Open,2020,weekly
T34,,Brandon Wu,4,295.9,"2,367",8,t004,Farmers Insurance Open,2020,weekly
T36,,Collin Morikawa,4,295.8,"2,366",8,t004,Farmers Insurance Open,2020,weekly
T36,45,Charley Hoffman,4,295.8,"2,366",8,t004,Farmers Insurance Open,2020,weekly
T36,17,Tony Finau,4,295.8,"2,366",8,t004,Farmers Insurance Open,2020,weekly
39,,Jordan Spieth,4,295.3,"2,362",8,t004,Farmers Insurance Open,2020,weekly
T40,27,Maverick McNealy,4,294.8,"2,358",8,t004,Farmers Insurance Open,2020,weekly
T40,26,Cameron Tringale,4,294.8,"2,358",8,t004,Farmers Insurance Open,2020,weekly
T40,,Stewart Cink,4,294.8,"2,358",8,t004,Farmers Insurance Open,2020,weekly
43,25,Matthew NeSmith,4,294.6,"2,357",8,t004,Farmers Insurance Open,2020,weekly
44,,Ben Taylor,4,294.3,"2,354",8,t004,Farmers Insurance Open,2020,weekly
45,,J.J. Spaun,4,293.9,"2,351",8,t004,Farmers Insurance Open,2020,weekly
46,30,Harris English,4,293.4,"2,347",8,t004,Farmers Insurance Open,2020,weekly
47,,Bill Haas,4,293.3,"2,346",8,t004,Farmers Insurance Open,2020,weekly
48,42,Denny McCarthy,4,293.1,"2,345",8,t004,Farmers Insurance Open,2020,weekly
49,24,Sungjae Im,4,292.9,"2,343",8,t004,Farmers Insurance Open,2020,weekly
50,T31,Doc Redman,4,292.8,"2,342",8,t004,Farmers Insurance Open,2020,weekly
51,,Zack Sucher,4,292.6,"2,341",8,t004,Farmers Insurance Open,2020,weekly
52,,Lucas Glover,4,291.8,"2,334",8,t004,Farmers Insurance Open,2020,weekly
T53,,Martin Laird,4,291,"2,328",8,t004,Farmers Insurance Open,2020,weekly
T53,,Patrick Reed,4,291,"2,328",8,t004,Farmers Insurance Open,2020,weekly
55,8,Sebastian Cappelen,4,290.8,"2,326",8,t004,Farmers Insurance Open,2020,weekly
56,,Joel Dahmen,4,289.6,"2,317",8,t004,Farmers Insurance Open,2020,weekly
57,,Robby Shelton,4,289.4,"2,315",8,t004,Farmers Insurance Open,2020,weekly
58,,Billy Horschel,4,288.3,"2,306",8,t004,Farmers Insurance Open,2020,weekly
59,,Rhein Gibson,4,287.8,"2,302",8,t004,Farmers Insurance Open,2020,weekly
60,,Kevin Streelman,4,286.5,"2,292",8,t004,Farmers Insurance Open,2020,weekly
61,60,Tom Hoge,4,286.4,"2,291",8,t004,Farmers Insurance Open,2020,weekly
62,,Dylan Frittelli,4,286,"2,288",8,t004,Farmers Insurance Open,2020,weekly
T63,,Mark Anderson,4,285.6,"2,285",8,t004,Farmers Insurance Open,2020,weekly
T63,,Chris Baker,4,285.6,"2,285",8,t004,Farmers Insurance Open,2020,weekly
T65,,Xinjun Zhang,4,285.3,"2,282",8,t004,Farmers Insurance Open,2020,weekly
T65,,Cameron Smith,4,285.3,"2,282",8,t004,Farmers Insurance Open,2020,weekly
67,66,John Huh,4,283.9,"2,271",8,t004,Farmers Insurance Open,2020,weekly
68,,Jimmy Walker,4,283.5,"2,268",8,t004,Farmers Insurance Open,2020,weekly
69,,Richy Werenski,4,283.4,"2,267",8,t004,Farmers Insurance Open,2020,weekly
70,,Dominic Bozzelli,4,282.4,"2,259",8,t004,Farmers Insurance Open,2020,weekly
71,T34,Chase Seiffert,4,281.9,"2,255",8,t004,Farmers Insurance Open,2020,weekly
72,,Aaron Baddeley,4,281.6,"2,253",8,t004,Farmers Insurance Open,2020,weekly
T73,,Cameron Percy,4,281.4,"2,251",8,t004,Farmers Insurance Open,2020,weekly
T73,,Brandt Snedeker,4,281.4,"2,251",8,t004,Farmers Insurance Open,2020,weekly
75,,Pat Perez,4,280.5,"2,244",8,t004,Farmers Insurance Open,2020,weekly
76,,Jamie Lovemark,4,279.9,"2,239",8,t004,Farmers Insurance Open,2020,weekly
77,70,Zac Blair,4,279.5,"2,236",8,t004,Farmers Insurance Open,2020,weekly
78,19,Scott Stallings,4,279.4,"2,235",8,t004,Farmers Insurance Open,2020,weekly
79,69,Jason Dufner,4,275.4,"2,203",8,t004,Farmers Insurance Open,2020,weekly
1,,Cameron Champ,4,329.8,"2,638",8,t002,The American Express,2020,weekly
2,,Brandon Hagy,4,323.5,"2,588",8,t002,The American Express,2020,weekly
T3,,Grayson Murray,4,320.4,"2,563",8,t002,The American Express,2020,weekly
T3,1,Cam Davis,4,320.4,"2,563",8,t002,The American Express,2020,weekly
5,,Ryan Brehm,4,319.5,"2,556",8,t002,The American Express,2020,weekly
6,,Matthew Wolff,4,317.8,"2,542",8,t002,The American Express,2020,weekly
7,,Jhonattan Vegas,4,313.5,"2,508",8,t002,The American Express,2020,weekly
8,,Sebastian Cappelen,4,313,"2,504",8,t002,The American Express,2020,weekly
9,26,Sepp Straka,4,312,"2,496",8,t002,The American Express,2020,weekly
10,6,Patrick Rodgers,4,310.8,"2,486",8,t002,The American Express,2020,weekly
11,,Scottie Scheffler,4,310.1,"2,481",8,t002,The American Express,2020,weekly
12,,Sam Burns,4,310,"2,480",8,t002,The American Express,2020,weekly
13,,Paul Casey,4,309.6,"2,477",8,t002,The American Express,2020,weekly
14,,Tyler McCumber,4,307.6,"2,461",8,t002,The American Express,2020,weekly
T15,,Sebastián Muñoz,4,306.9,"2,455",8,t002,The American Express,2020,weekly
T15,,Nick Watney,4,306.9,"2,455",8,t002,The American Express,2020,weekly
17,,Tony Finau,4,305.8,"2,446",8,t002,The American Express,2020,weekly
18,,Rickie Fowler,4,305,"2,440",8,t002,The American Express,2020,weekly
19,,Scott Stallings,4,303.6,"2,429",8,t002,The American Express,2020,weekly
20,T13,Brendan Steele,4,303.5,"2,428",8,t002,The American Express,2020,weekly
21,,Michael Gligic,4,303.4,"2,427",8,t002,The American Express,2020,weekly
22,,Adam Schenk,4,302.8,"2,422",8,t002,The American Express,2020,weekly
23,T38,Daniel Berger,4,302.5,"2,420",8,t002,The American Express,2020,weekly
24,7,Sungjae Im,4,302.3,"2,418",8,t002,The American Express,2020,weekly
25,12,Matthew NeSmith,4,301.9,"2,415",8,t002,The American Express,2020,weekly
26,,Cameron Tringale,4,299.6,"2,397",8,t002,The American Express,2020,weekly
27,,Maverick McNealy,4,299.3,"2,394",8,t002,The American Express,2020,weekly
T28,10,Sam Ryder,4,298.5,"2,388",8,t002,The American Express,2020,weekly
T28,T32,Abraham Ancer,4,298.5,"2,388",8,t002,The American Express,2020,weekly
30,,Harris English,4,298.3,"2,386",8,t002,The American Express,2020,weekly
T31,,Doc Redman,4,298.1,"2,385",8,t002,The American Express,2020,weekly
T31,16,D.J. Trahan,4,298.1,"2,385",8,t002,The American Express,2020,weekly
33,,K.H. Lee,4,297.8,"2,382",8,t002,The American Express,2020,weekly
T34,35,Russell Knox,4,297.5,"2,380",8,t002,The American Express,2020,weekly
T34,44,Chase Seiffert,4,297.5,"2,380",8,t002,The American Express,2020,weekly
T36,,Max Homa,4,297.4,"2,379",8,t002,The American Express,2020,weekly
